,0,1
205,Neisseria subflava,0.994562
206,[Eubacterium] brachy,0.9944899
207,Pucciniomycetes,0.9944431
208,Aliihoeflea,0.99436945
209,Caudovirales,0.9943031
210,Spirochaeta,0.99427783
211,Orthopoxvirus,0.9942462
212,Contracaecum,0.9942216
213,Coprobacillus sp.,0.99419504
214,Enterorhabdus mucosicola,0.9940876
215,Parabacteroides distasonis ATCC 8503,0.9940778
216,Entylomatales,0.99407566
217,Ezakiella coagulans,0.9940572
218,Anaerotruncus sp. G3(2012),0.99403
219,Bacteroides clarus,0.9940258
220,Exobasidiomycetes,0.99400556
221,Prevotella histicola,0.9939889
222,Antrodiella,0.9939709
223,Lachnospiraceae bacterium 2_1_46FAA,0.99385864
224,Segetibacter,0.9938584
225,Toxocara,0.99384576
226,Pannonibacter,0.99376726
227,Prevotella shahii,0.9937127
228,Megamonas funiformis,0.99367213
229,Fonsecaea,0.9936633
230,Leptotrichia trevisanii,0.99353975
231,TM7 phylum sp. oral taxon 348,0.993439
232,Neisseria cinerea,0.9933983
233,Trichosporon,0.9933682
234,Staphylococcus aureus subsp. aureus ST228,0.9932573
235,Eggerthellaceae,0.9931131
236,Simonsiella,0.993111
237,Cellulomonadaceae,0.99307406
238,Frateuria,0.99293774
239,Truepera,0.99293447
240,Nocardioides,0.9928402
241,Absidia,0.99278235
242,Atopobium sp.,0.9927614
243,Wallemia,0.992721
244,Desulfobulbus,0.9927025
245,Sarcina sp.,0.9926811
246,Lachnospiraceae bacterium oral taxon 455,0.99261636
247,Conexibacteraceae,0.99253404
248,Pneumoviridae,0.99248403
249,Sordariomycetes,0.99246687
250,Escherichia fergusonii,0.99245924
251,Thermaceae,0.99244624
252,[Eubacterium] infirmum,0.99226475
253,Sphingobacterium multivorum,0.99218655
254,Fluviicola,0.9921123
255,Prevotella sp. oral taxon 473,0.99207944
256,SR1 bacterium oral taxon 875,0.9920622
257,Cladophialophora,0.9920276
258,Bacteroides thetaiotaomicron,0.99200964
259,Boletus,0.9919859
260,Klebsiella sp.,0.9917494
261,Dipylidium,0.99161726
262,Alistipes onderdonkii,0.99145186
263,Prevotella sp. oral taxon 472,0.99141407
264,Pseudonocardiaceae,0.99140704
265,Actinobacillus porcinus,0.9913573
266,Human orthopneumovirus,0.9913084
267,Lutispora,0.9911321
268,Nocardioidaceae,0.9909217
269,Phaeocystis globosa virus,0.9907822
270,Balneimonas,0.9907301
271,Pseudomonas putida,0.9904501
272,Coprobacter fastidiosus,0.99040693
273,Hathewaya histolytica,0.9899496
274,Pantoea agglomerans,0.98985285
275,Pelagibacterium,0.9898515
276,Pseudonocardiales,0.98983747
277,Coccolithovirus,0.98977447
278,Roseburia hominis,0.9896275
279,Chrysochromulina ericina virus,0.9896067
280,Oceanospirillaceae,0.98908037
281,Promicromonosporaceae,0.9890619
282,Rhodospirillaceae,0.98905027
283,Propionicimonas,0.9885598
284,Lentibacillus,0.98853034
285,Acidaminococcus intestini,0.988427
286,Punavirus,0.9882983
287,Alteromonas,0.9882832
288,Actinotalea,0.9882554
289,Bergeyella zoohelcum,0.98821473
290,Listeria sp.,0.9880832
291,Prevotella sp. oral clone DO014,0.9878731
292,Lachnoanaerobaculum sp. ICM7,0.9875473
293,Clostridium colicanis,0.9875119
294,Bergeriella,0.9866099
295,Fusibacter,0.9860243
296,Bifidobacterium catenulatum subsp. kashiwanohense,0.98597187
297,Cystofilobasidiales,0.9857334
298,Gluconacetobacter,0.98557484
299,Bacillus sp. FJAT-22090,0.9852115
300,Akkermansiaceae,0.9849991
301,Oribacterium sinus,0.98485523
302,Lachnospiraceae bacterium MD335,0.9846447
303,Fusobacterium sp.,0.9843901
304,Enterobacteria phage f1,0.98436695
305,Prevotella sp. oral clone DO039,0.98436654
306,Eubacterium ruminantium,0.9843635
307,Macrococcus,0.984363
308,Oxobacter,0.98432344
309,Parcubacteria bacterium RAAC4_OD1_1,0.9842674
310,Klebsiella aerogenes,0.9840386
311,Parabacteroides johnsonii,0.98392606
312,Rhodospirillales,0.9839244
313,Microviridae,0.9835174
314,Sinsheimervirus,0.983265
315,Anelloviridae,0.9831686
316,Atopobium parvulum DSM 20469,0.9831502
317,Microvirgula,0.983045
318,Clostridium celatum,0.9828824
319,Deferribacteres,0.9818912
320,Torulaspora delbrueckii,0.9818839
321,Lactiplantibacillus plantarum,0.9818179
322,Neobacillus fumarioli,0.9815254
323,Bacillus thermoamylovorans,0.9813819
324,Treponema amylovorum,0.9803571
325,Prevotella ruminicola,0.9803509
326,Lachnoanaerobaculum sp. OBRC5-5,0.9803182
327,Bacillus cereus,0.9801281
328,Dehalobacter,0.97982204
329,Novosphingobium sp.,0.97973436
330,Anaerostipes caccae DSM 14662,0.9796863
331,Alloiococcus,0.9796382
332,Bosea,0.97957736
333,Candidatus Endolissoclinum,0.979332
334,Clostridium innocuum,0.97932863
335,Zhouia,0.9791352
336,[Bacteroides] pectinophilus,0.9790906
337,Bacteroides salyersiae,0.979026
338,Moraxella osloensis,0.97902167
339,Prevotella corporis,0.9788867
340,Parasutterella secunda,0.97862005
341,Parabacteroides goldsteinii,0.9780797
342,Orthopneumovirus,0.9780662
343,Herbaspirillum,0.9780398
344,Fusarium pseudograminearum,0.97785324
345,Clostridium colinum,0.9775097
346,Podoviridae,0.9773158
347,Intestinibacter bartlettii,0.97709775
348,Deinococcus grandis,0.97691333
349,Clostridium sp. SY8519,0.97678655
350,Kluyvera,0.9764506
351,Clavibacter,0.9758399
352,Cellulosimicrobium sp. TH-20,0.97571146
353,Coprococcus catus,0.97543573
354,Mucispirillum,0.9753396
355,Nitrososphaerales,0.9751576
356,Denitratisoma,0.9750872
357,Sporacetigenium,0.9748585
358,Clostridium aminophilum,0.9747902
359,Candidatus Parcubacteria,0.97461987
360,Gemmatimonas,0.9744718
361,Enterocytozoon,0.9744557
362,Catabacter hongkongensis,0.9744359
363,Deferribacterales,0.9742799
364,Flavonifractor plautii,0.97394437
365,Methylophilaceae,0.9738438
366,Clavibacter michiganensis,0.9736492
367,Procabacteriaceae,0.97353137
368,Streptococcus sp. oral taxon 431,0.9733777
369,Firmicutes bacterium ASF500,0.9731836
370,Clostridium sp. M62/1,0.9731742
371,Achromobacter sp.,0.973167
372,Intestinimonas massiliensis,0.9731108
373,Enterorhabdus,0.97298163
374,Olsenella sp. SIT9,0.9728644
375,Isoptericola,0.9727782
376,Butyricicoccus pullicaecorum,0.97229123
377,Ruminococcus sp. N15.MGS-57,0.9722837
378,Brachyspira,0.97208697
379,Adlercreutzia equolifaciens,0.971943
380,Sphingobium xenophagum,0.9717542
381,Fusarium,0.97162795
382,Fusicatenibacter saccharivorans,0.97161
383,Saccharopolyspora,0.9712177
384,Micrococcales,0.9709698
385,Senegalimassilia,0.9705292
386,Paucisalibacillus,0.9704818
387,Alistipes indistinctus,0.9702823
388,Lactobacillus acidophilus,0.97000575
389,Butyrivibrio crossotus,0.9697528
390,Tequatrovirus,0.9694439
391,Streptococcus sp. 11aTha1,0.96923715
392,Desulfovibrio piger,0.9687912
393,Catabacter,0.9683345
394,Capnocytophaga canimorsus,0.96825624
395,Pseudomonas sp.,0.96806484
396,Neisseria elongata,0.9677539
397,Cellulosimicrobium,0.9677527
398,Bifidobacterium catenulatum,0.967442
399,Lacrimispora saccharolytica,0.96723
400,Prochlorococcus,0.9671729
401,Providencia vermicola,0.9668843
402,Clostridium dakarense,0.96684355
403,Brucella,0.96682435
404,Prevotella pallens,0.96634847
405,Tyzzerella,0.96567696
406,Rhodocyclaceae,0.96553105
407,Proteobacteria bacterium CAG:139,0.9653571
408,Firmicutes bacterium CAG:240,0.9651558
409,Stomatobaculum longum,0.964801
410,Myroides,0.9645939
411,Clostridium sp. 7_2_43FAA,0.9644913
412,Acinetobacter venetianus RAG-1 = CIP 110063,0.96404135
413,Streptomyces sp. SBT349,0.963979
414,Sutterella wadsworthensis,0.9638613
415,Sporobacter termitidis,0.9638058
416,Defluviitalea,0.9633888
417,Oscillibacter sp. 1-3,0.96337974
418,Terrisporobacter glycolicus,0.9631781
419,Nitrososphaeraceae,0.96199954
420,Lactococcus piscium,0.9618666
421,Lactobacillus casei,0.9618106
422,Solirubrobacterales,0.96181035
423,Proteiniphilum,0.9617892
424,Oribacterium sinus F0268,0.96113396
425,Clostridiales Family XIV. Incertae Sedis,0.9607838
426,Crepidotus,0.9605368
427,Bryobacterales,0.96048313
428,Thermomonosporaceae,0.96039283
429,Firmicutes bacterium CAG:102,0.9600475
430,Candida dubliniensis,0.95984286
431,Papillibacter cinnamivorans,0.9595856
432,Bryobacter,0.9594052
433,Roseomonas mucosa,0.9593796
434,Succinispira,0.9593743
435,Chromatiales,0.9586852
436,Ruminococcus champanellensis,0.95868033
437,Opitutaceae,0.95849323
438,Helicobacter sp.,0.9584124
439,Clostridia bacterium UC5.1-2D9,0.958178
440,Prevotella amnii,0.9580677
441,Alistipes senegalensis,0.9578912
442,Coprococcus sp. HPP0048,0.95775926
443,Vibrionimonas,0.9573474
444,Clostridium baratii,0.9572733
445,Vogesella perlucida,0.95713264
446,Rhodoferax,0.9571216
447,Neisseria sicca,0.95699704
448,Bilophila sp.,0.95613897
449,Nitrososphaera,0.9557663
450,Streptococcus cristatus,0.95524925
451,Firmicutes bacterium CAG:110,0.9548117
452,Escherichia coli,0.95470923
453,Nitrosomonas,0.9546451
454,Paraeggerthella,0.95379037
455,Clostridiales Family IV. Incertae Sedis,0.9527399
456,Corynebacterium appendicis,0.95216113
457,Microbacterium chocolatum,0.9521456
458,Halobacillus mangrovi,0.9517384
459,Basidioascus,0.9516746
460,Thermicanus,0.9512179
461,Enterocytozoon bieneusi,0.9509479
462,Rhodocyclales,0.9492435
463,Scardovia inopinata,0.9484098
464,Rhodococcus sp. 008,0.94794846
465,Gemella haemolysans,0.9474994
466,Arcobacter,0.946643
467,Streptococcus gordonii,0.946434
468,Faecalitalea,0.94572335
469,Ruminococcaceae bacterium D16,0.9453744
470,Arthrospira,0.9445437
471,Faecalibaculum,0.94431704
472,Lactococcus lactis,0.9440035
473,Lachnospiraceae bacterium 5_1_63FAA,0.9439039
474,Senegalimassilia anaerobia,0.9433848
475,Capnocytophaga,0.94185174
476,Lachnospiraceae bacterium 2_1_58FAA,0.94067824
477,Desulfocapsa,0.93963295
478,Chlamydiae,0.9373687
479,Acidobacterium,0.93721956
480,Saccharofermentans,0.93678
481,Selenomonadales,0.9363032
482,Corynebacterium sp.,0.93601775
483,Subdoligranulum sp. 4_3_54A2FAA,0.934256
484,Selenomonadaceae,0.9329607
485,Clostridium sp. L2-50,0.93221813
486,Fusobacterium mortiferum,0.9313915
487,Ascomycota,0.9313062
488,Ethanoligenens,0.9312008
489,Cenarchaeales,0.92933553
490,Acidothermus,0.9276034
491,Alistipes obesi,0.9275469
492,Puniceicoccaceae,0.9273281
493,Syntrophococcus,0.92720366
494,Veillonella sp.,0.92713624
495,Trabulsiella,0.9248596
496,Lachnospiraceae bacterium 10-1,0.92367494
497,Papillibacter,0.92335135
498,Candidatus Solibacter,0.9208169
499,Blautia wexlerae,0.92080784
500,Anaerosporobacter,0.91984326
501,Coriobacterium,0.9191171
502,Parascardovia denticolens,0.9188351
503,Patulibacteraceae,0.91854644
504,Idiomarina,0.9147938
505,Phycisphaerae,0.9117529
506,Agathobaculum desmolans,0.9110265
507,Phyllobacterium sp.,0.9085142
508,Planctomycetia,0.9076164
509,Alcaligenes faecalis,0.90641266
510,Streptococcus sp. I-G2,0.9056695
511,Eubacterium coprostanoligenes,0.9002743
512,Bacteroides nordii,0.9000268
513,Acidobacteriia,0.89979154
514,Nocardiaceae,0.8995664
515,Urechidicola croceus,0.89929706
516,Brevibacteriaceae,0.89814985
517,Thalassospira,0.8978008
518,Veillonella sp. oral taxon 780,0.89776474
519,Streptococcus peroris,0.8963005
520,Peptococcus sp. oral taxon 167,0.89282036
521,Wenyingzhuangia fucanilytica,0.89233696
522,Prevotella oralis,0.891099
523,Mycoplasma genitalium,0.8904371
524,Streptophyta,0.88972646
525,[Eubacterium] cellulosolvens,0.8873271
526,Enterococcus durans,0.88679314
527,Corynebacterium striatum,0.8862932
528,Mesorhizobium,0.8842846
529,Chlamydiales,0.8817012
530,Buttiauxella agrestis,0.8807732
531,Idiomarinaceae,0.880159
532,Hyphomicrobium,0.879679
533,Turicibacter sanguinis,0.87905073
534,Rothia dentocariosa,0.8778135
535,Torulaspora,0.8774238
536,Capnocytophaga ochracea,0.8767565
537,Deinococcaceae,0.8727684
538,Tyzzerella nexilis,0.870664
539,Blastococcus,0.8704319
540,Ezakiella,0.8687836
541,Campylobacter hominis,0.8673872
542,Roseburia sp.,0.8662255
543,Neisseria sp.,0.8651648
544,Citrobacter sp.,0.8644392
545,Acidiphilium,0.8641603
546,Prevotella multisaccharivorax,0.8634664
547,Procabacteriales,0.86060977
548,Leptosphaeria,0.8590419
549,Bacteroides acidifaciens,0.84698236
550,Parascardovia,0.84597296
551,Blautia hansenii,0.8439109
552,Coriobacterium glomerans,0.8411711
553,Wenyingzhuangia,0.84048915
554,Ruminococcus gauvreauii,0.8383296
555,Chryseobacterium sp. IHB B 17019,0.8340598
556,Barnesiella intestinihominis,0.8327821
557,Oscillibacter ruminantium,0.83037513
558,Leucobacter,0.83029836
559,Variibacter,0.82873034
560,Romboutsia lituseburensis,0.8286339
561,Catenibacterium mitsuokai,0.82470274
562,Defluviicoccus,0.8208567
563,Rhodococcus sp.,0.81817657
564,Chlamydiia,0.8142522
565,Eisenbergiella,0.81193024
566,Chryseobacterium sp.,0.8099835
567,Oscillibacter valericigenes,0.80980986
568,Intrasporangiaceae,0.80838597
569,Hyphomonas,0.8071793
570,Lactobacillus delbrueckii,0.8034379
571,Lactobacillus fornicalis,0.8030279
572,unclassified Ruminococcaceae,0.79645824
573,Fannyhessea vaginae,0.7919918
574,Lactobacillus gasseri,0.78880817
575,Acidibacter,0.78830224
576,Gelria,0.76905775
577,Parachlamydiaceae,0.7689946
578,Crenarchaeota,0.76674926
579,Pseudochrobactrum,0.76657563
580,Succinatimonas,0.76572466
581,Streptococcus australis,0.7656629
582,Bacteroides stercoris,0.7621507
583,Collinsella stercoris,0.7590483
584,Bdellovibrionales,0.7584283
585,unclassified Rikenellaceae,0.75087786
586,Prevotella stercorea,0.7495891
587,Sutterellaceae,0.74741876
588,Candidatus Azobacteroides,0.7469959
589,Streptococcus pseudopneumoniae,0.7443029
590,Guignardia,0.74270844
591,Listeriaceae,0.7386523
592,[Eubacterium] siraeum,0.7369907
593,Actinomyces oris,0.73544484
594,Streptococcus pneumoniae,0.73491174
595,Ophiocordyceps,0.72989976
596,Candidatus Stoquefichus massiliensis,0.7276372
597,Novosphingobium,0.7238463
598,Rubellimicrobium,0.720389
599,Odoribacter sp.,0.7183133
600,Pseudolabrys,0.71126103
601,Enhydrobacter aerosaccus,0.7091465
602,Enterocloster bolteae,0.7060073
603,uncultured Stomatobaculum sp.,0.69588035
604,Pseudoxanthomonas,0.6942174
605,Porphyromonas gingivalis,0.6901011
606,Bacteroides helcogenes,0.68731594
607,Hyphomonadaceae,0.6854619
608,[Ruminococcus] lactaris,0.6838648
609,Helicobacter pylori,0.6754012
610,Candidatus Gracilibacteria,0.671655
611,Subdoligranulum variabile,0.6676861
612,Massilia alkalitolerans,0.66600317
613,Oenothera,0.6652688
614,Bdellovibrionaceae,0.6649179
615,Staphylococcus aureus,0.6581103
616,Limnobacter,0.6566585
617,Lactobacillus rhamnosus,0.65615803
618,Herpesviridae,0.6524394
619,Faecalicoccus,0.6483579
620,Reoviridae,0.64457
621,Ferrimonadaceae,0.6301487
622,unclassified Lachnospiraceae,0.61880594
623,Phocaeicola coprocola,0.6152789
624,Terrisporobacter,0.59837973
625,Ferrimonas,0.5948258
626,Aggregatibacter actinomycetemcomitans,0.5930967
627,Pseudothermotoga,0.5832134
628,Phyllobacterium,0.56937814
629,Parasporobacterium,0.5670488
630,Alkaliphilus,0.56606466
631,Vibrio,0.56310964
632,Streptomyces,0.5523862
633,Candidatus Soleaferrea,0.54582655
634,Brucellaceae,0.5448229
635,Streptococcus phage PhiSpn_200,0.541396
636,Defluviitaleaceae,0.5382239
637,Shuttleworthia,0.5379523
638,Bifidobacterium bifidum,0.53403527
639,Amedibacillus dolichus,0.53063226
640,Lachnoanaerobaculum saburreum,0.5273228
641,Faecalibacterium cf. prausnitzii KLE1255,0.5190778
642,Wolbachia,0.5020292
643,Acholeplasmatales,0.4809588
644,Enterococcus faecium,0.47843605
645,Blautia glucerasea,0.46574116
646,Photobacterium,0.46361884
647,Erysipelatoclostridium ramosum,0.4636113
648,Roseburia inulinivorans,0.45657802
649,Planctomycetes,0.43951836
650,Phyllobacteriaceae,0.4393615
651,Babesia,0.4389215
652,Mycobacterium,0.43635887
653,Candidatus Azobacteroides pseudotrichonymphae,0.43409565
654,Buchnera aphidicola,0.43013293
655,Knoellia,0.40941018
656,Johnsonella,0.40092146
657,Cutibacterium,0.4004495
658,Christensenella minuta,0.39731264
659,Phocaeicola coprophilus,0.38971686
660,Bacillus megaterium,0.3876753
661,Capnocytophaga leadbetteri,0.3870354
662,Chlamydia,0.3762396
663,Pseudoalteromonas,0.37324747
664,Megasphaera micronuciformis,0.3714117
665,Nitrosomonadales,0.36552975
666,Exiguobacterium,0.36202502
667,Microbacteriaceae,0.3556012
668,Streptococcus intermedius,0.35374597
669,Porphyromonas sp.,0.34019968
670,Syntrophomonadaceae,0.34018552
671,Intestinimonas butyriciproducens,0.333281
672,Corynebacterium matruchotii,0.3223388
673,Sneathia sanguinegens,0.32067677
674,Euryarchaeota,0.31365734
675,Phenylobacterium,0.3048082
676,Pseudomonas luteola,0.30254996
677,Thermus,0.29870585
678,Centipeda,0.2959425
679,Rhodobacter,0.28772575
680,Pandoraea,0.27943677
681,Porphyromonas pasteri,0.27436647
682,Retroviridae,0.27106854
683,Lupinus,0.26523474
684,Epulopiscium,0.26397353
685,Catonella morbi,0.25836363
686,Anaerococcus tetradius,0.2556087
687,Roseomonas,0.25208843
688,Planococcaceae,0.25189376
689,Peptoclostridium,0.23354559
690,Flavobacteriaceae bacterium 3519-10,0.22810724
691,Barnesiella,0.22624803
692,Cloacibacterium,0.22523685
693,Acholeplasma,0.2226752
694,Phocaeicola massiliensis,0.22124614
695,Prevotella sp.,0.21624051
696,Candida albicans,0.21447615
697,Odoribacter splanchnicus,0.21240315
698,Johnsonella ignava,0.1966439
699,Methylobacterium radiotolerans,0.19637226
700,Blastomonas,0.1873287
701,Paenarthrobacter,0.1827131
702,Sporobacter,0.18144014
703,Lactobacillus jensenii,0.17328507
704,Lactobacillus sakei,0.16487953
705,Candidatus Arthromitus,0.16388619
706,Cupriavidus,0.16296156
707,Actinomyces graevenitzii,0.15827426
708,unclassified Lactobacillales,0.15449561
709,Streptococcus sobrinus,0.14577603
710,Aquabacterium,0.14394931
711,Collinsella intestinalis,0.13337862
712,Mycoplana,0.13206267
713,Corynebacteriales,0.12386677
714,Facklamia,0.11962635
715,Gordonibacter pamelaeae,0.11863864
716,Aneurinibacillus,0.11506786
717,Phocaeicola dorei,0.11110046
718,Hydrogenoanaerobacterium,0.11044019
719,Saprolegnia,0.10043123
720,Mycoplasma,0.09072127
721,Robinsoniella,0.08437953
722,Pseudobutyrivibrio,0.07805794
723,Clostridium sp.,0.07497862
724,Streptococcus infantis,0.06928944
725,Methanobacteriaceae,0.06830637
726,Bacteroides ovatus,0.06715584
727,Sphingobium yanoikuyae,0.06333955
728,Thaumarchaeota,0.06091644
729,Victivallis vadensis,0.057084907
730,Butyrivibrio,0.052692186
731,Coprococcus comes,0.0503033
732,Atopobiaceae,0.050130177
733,Gemmiger,0.047746897
734,Methanobrevibacter smithii,0.047618143
735,Streptococcus sp.,0.047559
736,Anaerotruncus colihominis,0.045998935
737,Sediminibacterium,0.04443375
738,Methanobacteria,0.039038815
739,Shigella,0.03728024
740,Chloroflexi,0.035068277
741,Streptococcus oralis,0.03470471
742,Clostridium clostridioforme,0.03335104
743,Bradyrhizobium,0.03068903
744,Pseudomonas aeruginosa,0.028016271
