,0,1,2
46,Lutispora,0.99968994,Increased
47,Megamonas rupellensis,0.9996811,Increased
48,Escherichia fergusonii,0.99965596,Increased
49,Silene,0.9996554,Increased
50,Sporosarcina,0.99964774,Increased
51,Agrococcus,0.99964386,Increased
52,Psathyrella,0.9996427,Increased
53,Psathyrella artemisiae,0.9996403,Increased
54,Cellulomonadaceae,0.99963987,Increased
55,Dioszegia,0.9996343,Increased
56,Trichosporonaceae,0.99963045,Increased
57,Balneimonas,0.99962777,Increased
58,Neobacillus fumarioli,0.99958664,Increased
59,Conexibacteraceae,0.99958295,Increased
60,Bacteroides clarus,0.9995829,Increased
61,Porphyromonas bennonis,0.999577,Increased
62,Pelagibacterium,0.99957687,Increased
63,Modestobacter,0.99957615,Increased
64,Blautia sp.,0.9995581,Increased
65,Streptococcus sp. VT 162,0.9995569,Increased
66,Arcanobacterium,0.9995404,Increased
67,Peptococcus sp.,0.9995378,Increased
68,Centrocestus,0.9995373,Increased
69,Hungatella hathewayi,0.99952185,Increased
70,Hymenolepis,0.9995039,Increased
71,Thermales,0.9994998,Increased
72,Staphylococcus auricularis,0.99949706,Increased
73,Thermaceae,0.9994943,Increased
74,Glutamicibacter,0.9994934,Increased
75,Gemella sp.,0.9994805,Increased
76,Pucciniomycetes,0.9994719,Increased
77,Absidia,0.9994625,Increased
78,Staphylococcus epidermidis,0.9994596,Increased
79,Pseudomonas putida,0.99944687,Increased
80,Gymnopilus,0.9994281,Increased
81,Pleistophora,0.9994219,Increased
82,Holophagaceae,0.9994077,Increased
83,Prosthodendrium,0.99940664,Increased
84,uncultured Corynebacteriaceae bacterium,0.9993996,Increased
85,Xylariales,0.99939936,Increased
86,Leptotrichia sp. oral taxon 212,0.9993977,Increased
87,Streptococcus constellatus,0.9993937,Increased
88,Myoviridae,0.9993876,Increased
89,Jonquetella anthropi,0.99938345,Increased
90,Geotrichum,0.9993793,Increased
91,Pneumocystis,0.9993672,Increased
92,Treponema amylovorum,0.9993666,Increased
93,Capnocytophaga gingivalis,0.99935627,Increased
94,Edwardsiella,0.9993342,Increased
95,Fonsecaea,0.999334,Increased
96,Spirochaeta,0.9993267,Increased
97,Alcaligenes,0.9993172,Increased
98,Bordetella,0.9993134,Increased
99,Alistipes onderdonkii,0.99930125,Increased
100,Marinobacter,0.9992969,Increased
101,Actinobacillus porcinus,0.9992917,Increased
102,Phialophora,0.9992839,Increased
103,uncultured Prevotellaceae bacterium,0.99928325,Increased
104,Opitutaceae,0.999272,Increased
105,Cladosporium,0.9992709,Increased
106,Orthomyxoviridae,0.99926513,Increased
107,Trichinella,0.9992645,Increased
108,Poxviridae,0.9992633,Increased
109,Leptotrichia sp. oral taxon 221,0.99926126,Increased
110,Nocardioidaceae,0.99924874,Increased
111,uncultured Veillonellaceae bacterium,0.99924815,Increased
112,Herbaspirillum,0.99924576,Increased
113,Cladophialophora,0.9992437,Increased
114,Contracaecum,0.99924153,Increased
115,Atopobium sp.,0.99923617,Increased
116,uncultured Selenomonas sp.,0.99923515,Increased
117,Oribacterium sp. oral taxon 108,0.99923366,Increased
118,Lachnospiraceae bacterium 2_1_46FAA,0.9992318,Increased
119,Human orthopneumovirus,0.9992251,Increased
120,Trueperaceae,0.9992147,Increased
121,uncultured Spirochaeta sp.,0.9992136,Increased
122,Chloracidobacterium,0.99919266,Increased
123,Lactobacillus fornicalis,0.9991921,Increased
124,TM7 phylum sp. oral taxon 352,0.99912703,Increased
125,Enterobacteriaceae bacterium,0.9991232,Increased
126,Bacteroides thetaiotaomicron,0.99910057,Increased
127,Pneumoviridae,0.99909794,Increased
128,Porphyromonas catoniae,0.99907535,Increased
129,Holophagales,0.99907064,Increased
130,Lambdavirus,0.9990567,Increased
131,Cystofilobasidiaceae,0.9990525,Increased
132,Neisseria subflava,0.9990299,Increased
133,uncultured Succinivibrionaceae bacterium,0.99901736,Increased
134,Toxocara,0.99897134,Increased
135,Saccharomycetales,0.9989518,Increased
136,Clavibacter michiganensis,0.99893034,Increased
137,Polyomaviridae,0.998914,Increased
138,Macrococcus,0.99891376,Increased
139,Nocardioides,0.9988903,Increased
140,Bacteroides sp. 3_1_40A,0.99888426,Increased
141,Sordariomycetes,0.99885607,Increased
142,Dipylidium,0.99884975,Increased
143,Mogibacterium sp.,0.99881953,Increased
144,Tremellales,0.99881154,Increased
145,Paludibacter,0.998776,Increased
146,Faecalitalea cylindroides,0.99877506,Increased
147,Promicromonosporaceae,0.9987526,Increased
148,Deinococcus,0.998752,Increased
149,Frateuria,0.99874324,Increased
150,Selenomonas sp.,0.99874157,Increased
151,Lederbergvirus,0.99872607,Increased
152,Phycicoccus,0.9987255,Increased
153,Neisseria mucosa,0.998725,Increased
154,Eggerthellaceae,0.9987088,Increased
155,Treponema putidum,0.99869394,Increased
156,Saccharomycetales sp.,0.99867666,Increased
157,Kingella sp. oral taxon 459,0.9986668,Increased
158,Streptococcus gallolyticus subsp. gallolyticus,0.99865544,Increased
159,Chrysochromulina ericina virus,0.9986069,Increased
160,Papillibacter cinnamivorans,0.99859416,Increased
161,Oscillibacter sp. KLE 1745,0.99859387,Increased
162,Entyloma,0.9985723,Increased
163,Eggerthellaceae bacterium AT8,0.99855334,Increased
164,Ruminococcus bicirculans,0.9985533,Increased
165,Ruminococcus sp.,0.9985449,Increased
166,Veillonella atypica,0.9985326,Increased
167,Oscillospiraceae,0.998523,Increased
168,Enhydrobacter aerosaccus,0.99850315,Increased
169,Candida tropicalis,0.99850076,Increased
170,Gluconacetobacter,0.9985005,Increased
171,Prevotella amnii,0.99849534,Increased
172,Streptococcus sp. oral taxon 431,0.9984891,Increased
173,Coriobacteriaceae bacterium 68-1-3,0.99845886,Increased
174,Naganishia,0.9984455,Increased
175,Bulleribasidiaceae,0.9984364,Increased
176,Sulfuritalea,0.9984362,Increased
177,Lactobacillus casei,0.9984334,Increased
178,Enterocloster lavalensis,0.9984324,Increased
179,Eggerthella sp. YY7918,0.998418,Increased
180,Bacteroides zoogleoformans,0.99841326,Increased
181,Blautia sp. KLE 1732,0.99841183,Increased
182,Blautia wexlerae,0.9983963,Increased
183,Streptococcus thermophilus,0.9983838,Increased
184,[Eubacterium] sulci,0.99838275,Increased
185,Akkermansiaceae,0.99837935,Increased
186,Enterocloster asparagiformis,0.998377,Increased
187,Caudovirales,0.9983683,Increased
188,Slackia piriformis,0.99836564,Increased
189,Helicobacter canadensis,0.9983546,Increased
190,Saccharomyces,0.99835277,Increased
191,Myroides,0.99830824,Increased
192,Olsenella sp. oral taxon 809,0.9983008,Increased
193,Lysurus,0.9982879,Increased
194,Bacillus sp. FJAT-22090,0.99827373,Increased
195,Clostridium phoceensis,0.99827355,Increased
196,Campylobacter hominis,0.9982658,Increased
197,Bacillus coagulans,0.99826455,Increased
198,Leptosphaeriaceae,0.9982639,Increased
199,Polaromonas,0.99825335,Increased
200,Bacteroides galacturonicus,0.9982405,Increased
201,Mycoplasma genitalium,0.9982405,Increased
202,Pseudomonas aeruginosa,0.9982211,Decreased
203,Bifidobacterium pseudocatenulatum,0.99821985,Increased
204,Methylotenera,0.9982143,Increased
205,Acidiphilium,0.9982058,Increased
206,Slackia heliotrinireducens,0.99819255,Increased
207,Monilinia,0.9981861,Increased
208,Alloiococcus,0.9981731,Increased
209,Deferribacteres,0.9981598,Increased
210,Turicibacter sp.,0.9981156,Increased
211,Enterorhabdus caecimuris,0.99810964,Increased
212,Wolbachia,0.998103,Increased
213,Clostridium methylpentosum,0.9980984,Increased
214,Clostridiales Family XIII. Incertae Sedis,0.9980932,Increased
215,Staphylococcus pasteuri,0.99808973,Increased
216,Novosphingobium aromaticivorans,0.99808496,Increased
217,Brucella,0.998077,Increased
218,Enorma,0.99804693,Increased
219,Hungatella xylanolytica,0.99804056,Increased
220,Candida dubliniensis,0.9980381,Increased
221,Faecalibacterium sp.,0.99802625,Increased
222,Prevotella bryantii,0.99802184,Increased
223,Prevotella sp. oral taxon 309,0.9979999,Increased
224,Psychrobacter pulmonis,0.9979892,Increased
225,Lactiplantibacillus plantarum,0.99798644,Increased
226,Blautia faecis,0.99798125,Increased
227,Torulaspora delbrueckii,0.99797803,Increased
228,Filobasidiaceae,0.9979501,Increased
229,Desulfobulbus,0.99794704,Increased
230,Neisseria cinerea,0.9979425,Increased
231,Pigmentiphaga,0.99794245,Increased
232,Nitrososphaeraceae,0.997937,Increased
233,Alkaliphilus,0.9978979,Increased
234,Agaricales,0.9978782,Increased
235,Saccharomycetaceae,0.99787414,Increased
236,Leptotrichia sp. oral taxon 218,0.99785584,Increased
237,Asaccharobacter,0.99785554,Increased
238,Oceanospirillaceae,0.997854,Increased
239,Trichosporon,0.997826,Increased
240,Stenotrophomonas sp.,0.9978168,Increased
241,Mucispirillum,0.9978106,Increased
242,Mesorhizobium,0.99775577,Increased
243,Gallionellaceae,0.99775064,Increased
244,Methylobacterium radiotolerans,0.99771774,Decreased
245,Orthopneumovirus,0.9977084,Increased
246,Faecalicatena fissicatena,0.99769247,Increased
247,Klebsiella sp.,0.99766415,Increased
248,Enorma massiliensis,0.9976534,Increased
249,Torulaspora,0.99764687,Increased
250,Malassezia sympodialis,0.99762565,Increased
251,Microviridae,0.99762285,Increased
252,Scardovia inopinata,0.99762,Increased
253,Antrodiella,0.9976066,Increased
254,Anaerostipes caccae,0.99755776,Increased
255,Lactobacillus acidophilus,0.997547,Increased
256,Agaricomycetes,0.99753135,Increased
257,Microbispora,0.9975109,Increased
258,Clavibacter,0.9975065,Increased
259,Parabacteroides goldsteinii,0.99749124,Increased
260,Parascardovia denticolens,0.99748945,Increased
261,Clostridium sporosphaeroides,0.99745566,Increased
262,Trabulsiella,0.99744976,Increased
263,Anaeromassilibacillus senegalensis,0.9974356,Increased
264,Simonsiella muelleri,0.99743515,Increased
265,Clostridium disporicum,0.9974289,Increased
266,Alistipes finegoldii,0.9974181,Increased
267,Ezakiella coagulans,0.9974001,Increased
268,Prevotella sp. oral clone DO039,0.9973548,Increased
269,Holdemania massiliensis,0.9973477,Increased
270,Cellulosimicrobium sp. TH-20,0.9973321,Increased
271,Klebsiella aerogenes,0.9973293,Increased
272,Ruminococcus sp. N15.MGS-57,0.9973164,Increased
273,Streptococcus sp. oral clone DP009,0.99727494,Increased
274,Peptococcus sp. oral taxon 167,0.9972405,Increased
275,Bacillus thermoamylovorans,0.9972085,Increased
276,Eisenbergiella,0.99719703,Increased
277,Facklamia,0.9971738,Decreased
278,Prevotella corporis,0.997137,Increased
279,Lachnospiraceae bacterium 3_1_57FAA_CT1,0.9971196,Increased
280,Candidatus Parcubacteria,0.99711955,Increased
281,Streptococcus pneumoniae,0.99706006,Increased
282,Clostridium sp. ATCC 29733,0.9970384,Increased
283,Bosea,0.9970068,Increased
284,Sphingobacterium multivorum,0.9969929,Increased
285,Boletus,0.9969749,Increased
286,Mimivirus,0.99689233,Increased
287,Collinsella tanakaei,0.9968833,Increased
288,Lachnospiraceae bacterium TF01-11,0.99685067,Increased
289,Lachnospiraceae bacterium A2,0.99682844,Increased
290,Eubacterium oxidoreducens,0.9968214,Increased
291,Blautia luti,0.99675375,Increased
292,Streptococcus gordonii,0.9967512,Increased
293,Acidaminococcus intestini,0.9967376,Increased
294,Sinobacteraceae,0.99672616,Increased
295,Tequatrovirus,0.9966995,Increased
296,Sarcina sp.,0.99668235,Increased
297,Rhodocyclaceae,0.9966701,Increased
298,Isoptericola,0.9966693,Increased
299,Eubacterium sp.,0.99666154,Increased
300,Bifidobacterium angulatum,0.99664545,Increased
301,Succinispira,0.9966322,Increased
302,Actinomyces sp. oral taxon 170,0.9966161,Increased
303,Filobasidium uniguttulatum,0.9966033,Increased
304,Enterococcus durans,0.99657273,Increased
305,Holdemania filiformis,0.9965514,Increased
306,Bacteroides cellulosilyticus,0.9965353,Increased
307,TM7 phylum sp. oral taxon 348,0.9965249,Increased
308,Filobasidiales,0.99645156,Increased
309,Clostridium butyricum,0.9963918,Increased
310,Pseudothermotoga,0.9963655,Increased
311,Hanseniaspora,0.99633986,Increased
312,Methyloversatilis discipulorum,0.9963104,Increased
313,Aliihoeflea,0.99628466,Increased
314,Catabacter hongkongensis,0.9962266,Increased
315,Podoviridae,0.9962164,Increased
316,Saccharomycodaceae,0.9962127,Increased
317,Streptophyta,0.9960964,Increased
318,Filobasidium,0.9960848,Increased
319,Rhodococcus sp. 008,0.9960708,Increased
320,Coprococcus sp. HPP0048,0.9960602,Increased
321,Capnocytophaga canimorsus,0.9960244,Increased
322,Eubacterium infirmum F0142,0.9959425,Increased
323,Deferribacterales,0.99591815,Increased
324,Roseomonas mucosa,0.99590033,Increased
325,Abiotrophia,0.9958568,Decreased
326,Urechidicola croceus,0.99577755,Increased
327,Kaistia,0.99576604,Increased
328,Acetivibrio ethanolgignens,0.99574363,Increased
329,Pleosporales,0.99568963,Increased
330,Sinsheimervirus,0.9956174,Increased
331,Nitrososphaerales,0.9956173,Increased
332,Segetibacter,0.99560124,Increased
333,[Eubacterium] brachy,0.99558437,Increased
334,Capnocytophaga,0.9955729,Increased
335,Staphylococcus aureus subsp. aureus ST228,0.99547434,Increased
336,Fusobacterium sp.,0.9953971,Increased
337,Nitrososphaera,0.99527353,Increased
338,Proteiniphilum,0.9952634,Increased
339,Parabacteroides distasonis ATCC 8503,0.9952322,Increased
340,Coprobacter,0.9952156,Increased
341,Acetivibrio,0.9951898,Increased
342,Coprobacillus sp.,0.9951745,Increased
343,Orthopoxvirus,0.9951535,Increased
344,Anaerotruncus sp. G3(2012),0.99512064,Increased
345,Wallemia,0.99509466,Increased
346,Punavirus,0.9950778,Increased
347,Cystofilobasidiales,0.9949941,Increased
348,SR1 bacterium oral taxon 875,0.99494046,Increased
349,Prevotella histicola,0.9948321,Increased
350,Enterorhabdus mucosicola,0.9948007,Increased
351,Prevotella shahii,0.9946208,Increased
352,Prevotella sp. oral taxon 473,0.99450445,Increased
353,Lachnospiraceae bacterium oral taxon 455,0.9944577,Increased
354,Rhodocyclales,0.9943195,Increased
355,Pannonibacter,0.99431205,Increased
356,Cutibacterium,0.99428576,Decreased
357,Erysipelotrichia,0.9942648,Decreased
358,Nocardiaceae,0.99417317,Increased
359,Firmicutes bacterium CAG:110,0.99415207,Increased
360,Leptotrichia trevisanii,0.9941483,Increased
361,Bacteroides nordii,0.9936499,Increased
362,Cellulosimicrobium,0.99356276,Increased
363,Parascardovia,0.9934946,Increased
364,Clostridiales Family IV. Incertae Sedis,0.9934723,Increased
365,Prochlorococcus,0.9933737,Increased
366,Tyzzerella nexilis,0.9933678,Increased
367,Firmicutes bacterium CAG:240,0.9933231,Increased
368,Tyzzerella,0.99331945,Increased
369,Fusobacterium mortiferum,0.992777,Increased
370,Coprobacter fastidiosus,0.992771,Increased
371,Prevotella sp. oral taxon 472,0.99267167,Increased
372,Coccolithovirus,0.99262375,Increased
373,Pseudonocardiaceae,0.9925673,Increased
374,Gemella haemolysans,0.99252003,Increased
375,[Eubacterium] infirmum,0.99249744,Increased
376,Proteobacteria bacterium CAG:139,0.99241006,Increased
377,Clostridia bacterium UC5.1-2D9,0.9923411,Increased
378,Firmicutes bacterium CAG:102,0.99229395,Increased
379,Hathewaya histolytica,0.9922632,Increased
380,Leucobacter,0.99225587,Increased
381,Clostridium innocuum,0.99215585,Increased
382,Phaeocystis globosa virus,0.9920506,Increased
383,Pantoea agglomerans,0.9918349,Increased
384,Crepidotus,0.9917387,Increased
385,Rhodospirillaceae,0.9917267,Increased
386,Lachnospiraceae bacterium 2_1_58FAA,0.9915821,Increased
387,Pseudonocardiales,0.9913681,Increased
388,Sphingomonas azotifigens,0.99130374,Decreased
389,Roseburia hominis,0.9911545,Increased
390,Paucisalibacillus,0.99104375,Increased
391,Capnocytophaga ochracea,0.9908878,Increased
392,Syntrophococcus,0.9907862,Increased
393,Citrobacter sp.,0.9905494,Increased
394,Sutterella wadsworthensis,0.99037623,Increased
395,Basidioascus,0.99036807,Increased
396,Clostridium colicanis,0.9903332,Increased
397,Bergeriella,0.9903308,Increased
398,Lachnospiraceae bacterium 5_1_63FAA,0.9903136,Increased
399,Lactobacillus jensenii,0.99002,Decreased
400,Catabacter,0.9899548,Increased
401,Escherichia coli,0.98987746,Increased
402,Neisseria sicca,0.9892667,Increased
403,Catonella morbi,0.9891436,Decreased
404,Erysipelatoclostridium,0.9889963,Decreased
405,Phenylobacterium,0.9889398,Decreased
406,Lentibacillus,0.9887981,Increased
407,Parabacteroides johnsonii,0.9887842,Increased
408,Streptococcus peroris,0.9885454,Increased
409,Alteromonas,0.98852044,Increased
410,Mycobacterium,0.98844707,Decreased
411,Oxobacter,0.9882795,Increased
412,Prevotella sp. oral clone DO014,0.9882483,Increased
413,Lachnoanaerobaculum sp. ICM7,0.9882342,Increased
414,Bifidobacterium catenulatum subsp. kashiwanohense,0.9882026,Increased
415,Denitratisoma,0.9881462,Increased
416,Fusibacter,0.9880632,Increased
417,Mycoplasma,0.9875287,Decreased
418,Micrococcales,0.987351,Increased
419,Microvirgula,0.9873375,Increased
420,Pandoraea,0.9873321,Decreased
421,Bacillus cereus,0.9871949,Increased
422,Bilophila sp.,0.98679,Increased
423,Enterobacteria phage f1,0.9866496,Increased
424,Veillonella sp. oral taxon 780,0.9865485,Increased
425,Lachnospiraceae bacterium MD335,0.9860653,Increased
426,Anelloviridae,0.98583,Increased
427,Rhodospirillales,0.98562795,Increased
428,Achromobacter sp.,0.98561126,Increased
429,Flavonifractor plautii,0.9854588,Increased
430,Oribacterium sinus,0.9854285,Increased
431,Clostridiales Family XIV. Incertae Sedis,0.98542756,Increased
432,Parcubacteria bacterium RAAC4_OD1_1,0.98542273,Increased
433,Veillonella sp.,0.9852752,Increased
434,Pseudomonas sp.,0.98519975,Increased
435,Moraxella osloensis,0.9851804,Increased
436,Aquabacterium,0.9850072,Decreased
437,Vibrionimonas,0.9848934,Increased
438,Ethanoligenens,0.9848686,Increased
439,Parasutterella secunda,0.98469716,Increased
440,Clostridium celatum,0.98459095,Increased
441,Eubacterium ruminantium,0.984573,Increased
442,Anaerostipes caccae DSM 14662,0.98370874,Increased
443,Atopobium parvulum DSM 20469,0.9836991,Increased
444,Centipeda,0.98329645,Decreased
445,Coriobacterium,0.9823625,Increased
446,Chryseobacterium sp.,0.98228914,Increased
447,Bacteroides salyersiae,0.98218995,Increased
448,Dehalobacter,0.9821386,Increased
449,Prevotella ruminicola,0.98211205,Increased
450,Enterorhabdus,0.9817555,Increased
451,Selenomonadales,0.9815953,Increased
452,Intestinibacter bartlettii,0.9814632,Increased
453,Clostridium colinum,0.9814509,Increased
454,[Bacteroides] pectinophilus,0.98140335,Increased
455,Kluyvera,0.9812032,Increased
456,Lactococcus piscium,0.9811455,Increased
457,Lachnoanaerobaculum sp. OBRC5-5,0.980955,Increased
458,Bifidobacterium catenulatum,0.9808145,Increased
459,Fusarium pseudograminearum,0.980769,Increased
460,Butyrivibrio crossotus,0.98057616,Increased
461,Olsenella sp. SIT9,0.980206,Increased
462,Sporacetigenium,0.9801941,Increased
463,Novosphingobium sp.,0.9799103,Increased
464,Coprococcus catus,0.97973895,Increased
465,Schlegelella,0.9797148,Decreased
466,Zhouia,0.97966635,Increased
467,Candidatus Endolissoclinum,0.9796093,Increased
468,Methylophilaceae,0.97939914,Increased
469,Providencia vermicola,0.97908163,Increased
470,Firmicutes bacterium ASF500,0.978822,Increased
471,Clostridium aminophilum,0.97864836,Increased
472,Prevotella pallens,0.9785056,Increased
473,Fusarium,0.97824204,Increased
474,Clostridium sp. SY8519,0.97816324,Increased
475,Deinococcus grandis,0.9780944,Increased
476,Cutibacterium acnes,0.9779992,Decreased
477,Actinomyces oris,0.9779289,Increased
478,Lacrimispora saccharolytica,0.9775132,Increased
479,Fusicatenibacter saccharivorans,0.9774725,Increased
480,Intestinimonas massiliensis,0.97716117,Increased
481,Johnsonella ignava,0.97706676,Decreased
482,Neisseria elongata,0.9767506,Increased
483,Saccharopolyspora,0.9757862,Increased
484,Procabacteriaceae,0.9756413,Increased
485,Acinetobacter venetianus RAG-1 = CIP 110063,0.9755607,Increased
486,Butyricicoccus pullicaecorum,0.9755223,Increased
487,Gemmatimonas,0.975289,Increased
488,Enterocytozoon,0.9752159,Increased
489,Agathobaculum desmolans,0.97466654,Increased
490,Clostridium sp. M62/1,0.9740333,Increased
491,Roseomonas,0.97388625,Decreased
492,Adlercreutzia equolifaciens,0.97352517,Increased
493,Brachyspira,0.9731536,Increased
494,Bryobacter,0.9729702,Increased
495,Sphingobium xenophagum,0.97250986,Increased
496,Sporobacter termitidis,0.9714866,Increased
497,Senegalimassilia,0.97148514,Increased
498,Alistipes indistinctus,0.97134215,Increased
499,Flavonifractor,0.97052926,Decreased
500,Planococcaceae,0.970323,Decreased
501,Oscillibacter sp. 1-3,0.9700399,Increased
502,Desulfovibrio piger,0.9699271,Increased
503,Streptococcus sp. 11aTha1,0.9699042,Increased
504,Clostridium dakarense,0.96827924,Increased
505,Candida albicans,0.96821004,Decreased
506,Limosilactobacillus fermentum,0.96820384,Decreased
507,Raoultella,0.9675264,Decreased
508,Stomatobaculum longum,0.9669734,Increased
509,Thermus,0.9667688,Decreased
510,Alistipes senegalensis,0.9663884,Increased
511,Syntrophomonadaceae,0.96602714,Decreased
512,Streptococcus cristatus,0.96578485,Increased
513,Clostridium sp. 7_2_43FAA,0.9656574,Increased
514,Streptomyces sp. SBT349,0.96529627,Increased
515,Defluviitalea,0.96464074,Increased
516,Ruminococcus champanellensis,0.9646352,Increased
517,Acidobacterium,0.964052,Increased
518,Terrisporobacter glycolicus,0.96379215,Increased
519,Thermomonosporaceae,0.9631142,Increased
520,Solirubrobacterales,0.9630265,Increased
521,Faecalibaculum,0.96242213,Increased
522,Oribacterium sinus F0268,0.96212864,Increased
523,Papillibacter,0.96174103,Increased
524,Bryobacterales,0.9615174,Increased
525,Negativicutes,0.9612359,Decreased
526,Phyllobacterium sp.,0.9612054,Increased
527,Faecalitalea,0.9600422,Increased
528,Chromatiales,0.95975566,Increased
529,Helicobacter sp.,0.95903474,Increased
530,Coriobacterium glomerans,0.95898104,Increased
531,Clostridium baratii,0.95882446,Increased
532,Bacteroides acidifaciens,0.9583099,Increased
533,Rhodoferax,0.9581776,Increased
534,Vogesella perlucida,0.9581774,Increased
535,Acidothermus,0.9580455,Increased
536,Paraeggerthella,0.9576828,Increased
537,Anaerotruncus colihominis,0.95680094,Decreased
538,Desulfocapsa,0.956776,Increased
539,Ascomycota,0.9560424,Increased
540,Nitrosomonas,0.9558636,Increased
541,Selenomonadaceae,0.95558405,Increased
542,Sutterellaceae,0.9554099,Increased
543,Ruminococcaceae bacterium D16,0.9553525,Increased
544,Roseburia inulinivorans,0.9544785,Decreased
545,Leptosphaeria,0.95427454,Increased
546,Corynebacterium appendicis,0.95388544,Increased
547,Enterocytozoon bieneusi,0.95376235,Increased
548,Microbacterium chocolatum,0.95238936,Increased
549,Halobacillus mangrovi,0.95232755,Increased
550,Odoribacter splanchnicus,0.9521199,Decreased
551,Methanobrevibacter smithii,0.9521131,Decreased
552,Thermicanus,0.95204973,Increased
553,Arthrospira,0.9512266,Increased
554,Enterococcus faecium,0.94905,Increased
555,Arcobacter,0.9485147,Increased
556,Ferrimonas,0.9463623,Increased
557,Lactococcus lactis,0.94613767,Increased
558,Senegalimassilia anaerobia,0.94577914,Increased
559,Brevibacillus,0.94529635,Decreased
560,Erysipelotrichales,0.9449947,Decreased
561,Aggregatibacter actinomycetemcomitans,0.94471943,Increased
562,Prevotella oralis,0.9446952,Increased
563,Lachnospiraceae bacterium 10-1,0.94454795,Increased
564,Candidatus Solibacter,0.94431263,Increased
565,Rhodobacter,0.94405687,Decreased
566,Saccharofermentans,0.9439878,Increased
567,Aneurinibacillus,0.9434769,Decreased
568,Staphylococcus aureus,0.9429954,Increased
569,Chlamydiae,0.94269407,Increased
570,Enterocloster bolteae,0.9426211,Increased
571,Porphyromonas gingivalis,0.9414532,Increased
572,Deinococcaceae,0.940917,Increased
573,Bacteroides helcogenes,0.9390571,Increased
574,Corynebacterium sp.,0.9373094,Increased
575,Acholeplasmatales,0.93727165,Increased
576,Subdoligranulum sp. 4_3_54A2FAA,0.9370767,Increased
577,Romboutsia lituseburensis,0.9363141,Increased
578,Alistipes obesi,0.93528,Increased
579,Clostridium sp. L2-50,0.93303657,Increased
580,Vibrio,0.9329144,Increased
581,Cenarchaeales,0.93118054,Increased
582,Lachnobacterium,0.9306802,Decreased
583,Puniceicoccaceae,0.9294603,Increased
584,Alcaligenes faecalis,0.92929506,Increased
585,Mycoplana,0.9291762,Decreased
586,Methanobacteria,0.92865825,Decreased
587,Candidatus Saccharibacteria,0.92683756,Decreased
588,Anaerosporobacter,0.9253557,Increased
589,Photobacterium,0.9246608,Increased
590,Patulibacteraceae,0.9234024,Increased
591,Thalassospira,0.9217837,Increased
592,Ferrimonadaceae,0.9214587,Increased
593,Atopobiaceae,0.9208408,Decreased
594,Idiomarina,0.91981566,Increased
595,Candidatus Soleaferrea,0.9187535,Increased
596,Collinsella stercoris,0.9177998,Increased
597,Phycisphaerae,0.91676706,Increased
598,Capnocytophaga leadbetteri,0.9140805,Decreased
599,Streptococcus sp. I-G2,0.91396976,Increased
600,Planctomycetia,0.90933865,Increased
601,Turicibacter sanguinis,0.90794635,Increased
602,Brevibacteriaceae,0.90767944,Increased
603,Rothia dentocariosa,0.9075876,Increased
604,unclassified Rikenellaceae,0.9045484,Increased
605,Acidobacteriia,0.90414727,Increased
606,Eubacterium coprostanoligenes,0.9036806,Increased
607,Barnesiellaceae,0.90327144,Decreased
608,Roseburia sp.,0.9030312,Increased
609,Subdoligranulum variabile,0.9010462,Increased
610,Christensenella minuta,0.8997685,Decreased
611,Wenyingzhuangia fucanilytica,0.899177,Increased
