,0,1
70,Fusobacterium nucleatum subsp. vincentii,0.9989889
71,Centipeda periodontii,0.998982
72,Rahnella,0.99898046
73,Limnohabitans,0.9989699
74,Streptococcus alactolyticus,0.9989699
75,Anaeroplasmatales,0.9989681
76,Pirellulaceae,0.9989581
77,Listeria monocytogenes,0.99895334
78,Desulfovibrio longreachensis,0.99895144
79,Desulfovibrio vietnamensis,0.9989478
80,Tyzzerella,0.9989427
81,Malasseziaceae,0.99893993
82,Neurospora crassa,0.998939
83,Firmicutes bacterium CAG:240,0.9989286
84,Salmonella enterica,0.99891245
85,Lachnobacterium bovis,0.9989121
86,Trueperaceae,0.99888664
87,Pseudogymnoascus sp. VKM F-4518 (FW-2643),0.9988832
88,Citrobacter farmeri,0.998871
89,Hanseniaspora valbyensis,0.9988707
90,Schlegelella aquatica,0.99885046
91,Punctularia strigosozonata,0.99884474
92,Macrophomina phaseolina,0.9988432
93,Campylobacter showae,0.9988306
94,Fusobacterium naviforme,0.9988306
95,Acinetobacter johnsonii,0.9988122
96,Nosema apis,0.99880385
97,Eubacterium hallii CAG:12,0.9987985
98,Solanum melongena,0.9987839
99,Fusobacterium nucleatum subsp. polymorphum,0.9987576
100,Sulfurimonas,0.9987539
101,Sporosarcina,0.99875224
102,Phycicoccus,0.99874157
103,Firmicutes bacterium CAG:102,0.99874014
104,Cardiobacteriaceae,0.9987393
105,Paeniclostridium,0.9987312
106,Oribacterium parvum,0.9987311
107,Thermodesulfobiaceae,0.9987124
108,Nevskia,0.9987085
109,Lactobacillus sanfranciscensis,0.9987012
110,Treponema sp. oral taxon 250,0.99867046
111,Thielaviopsis punctulata,0.9986619
112,Rhodotorula graminis,0.9986613
113,Fretibacterium,0.9986594
114,Saprospirales,0.9986492
115,Acinetobacter sp.,0.9986168
116,Crepidotus,0.9986167
117,Thielaviopsis,0.9985884
118,Metarhizium acridum,0.99858785
119,Prochlorococcus,0.99856085
120,Pneumocystidomycetes,0.9985448
121,Pontibacter,0.9985423
122,Modestobacter,0.99853826
123,Victivallaceae,0.9985293
124,Anaeroplasma,0.9985222
125,Geobacteraceae,0.99852115
126,Trichococcus,0.9985089
127,Candidatus Midichloriaceae,0.9984884
128,Prevotella buccalis,0.9984816
129,Brachyspiraceae,0.9984517
130,Wautersiella,0.99841917
131,Prevotella sp. oral taxon 300,0.9983747
132,Lachnospiraceae bacterium 5_1_63FAA,0.99836916
133,SR1 bacterium oral taxon 874,0.9983687
134,Desulfococcus,0.998359
135,Debaryomyces fabryi,0.99834776
136,Agrococcus,0.99833053
137,Carnobacterium,0.99831367
138,Basidioascus,0.99831176
139,Negativibacillus,0.9983026
140,Neisseria oralis,0.99827576
141,Prevotella buccae,0.99824655
142,Eubacterium ruminantium,0.9982374
143,Pneumocystis murina,0.9982299
144,Macrococcus,0.9982054
145,Robinsoniella peoriensis,0.9981573
146,Campylobacter curvus,0.9981502
147,Anoxybacillus,0.9981292
148,Candidatus Blochmannia,0.99811375
149,Azospira,0.99809927
150,Grosmannia clavigera,0.99808156
151,Diaporthe ampelina,0.9980719
152,Olsenella profusa,0.9980654
153,Fusobacterium perfoetens,0.9980629
154,Acinetobacter schindleri,0.9980627
155,Piscirickettsiaceae,0.9980446
156,Veillonella rogosae,0.99803346
157,Lactobacillus johnsonii,0.9980311
158,Rhizobiaceae,0.99802953
159,Peptoniphilaceae,0.997999
160,Staphylococcus sciuri,0.9979874
161,Capnocytophaga sputigena,0.9979704
162,Schaalia cardiffensis,0.9979634
163,Plesiomonas shigelloides,0.99795353
164,Holophagae,0.9979479
165,Porphyromonas uenonis,0.9979467
166,Treponema lecithinolyticum,0.9979424
167,Moniliophthora perniciosa,0.99788445
168,Metarhizium rileyi,0.997879
169,Nocardioidaceae,0.997867
170,Kwoniella mangrovensis,0.99784887
171,Bergeyella zoohelcum,0.9977818
172,Methylophaga,0.9977737
173,Fusobacterium gonidiaformans,0.9977677
174,Clostridiales bacterium,0.9977622
175,Firmicutes bacterium CAG:110,0.997724
176,Lentibacillus,0.99771285
177,Parastagonospora nodorum,0.99764746
178,Simonsiella,0.9976052
179,Malasseziomycetes,0.9975979
180,Fretibacterium fastidiosum,0.9975655
181,Moniliophthora,0.99753857
182,Gluconacetobacter,0.9975001
183,Lachnospiraceae bacterium 2_1_58FAA,0.9974982
184,Candidatus Portiera aleyrodidarum,0.9974905
185,Leptothrix,0.9974733
186,Holophagaceae,0.99746656
187,Candidatus Tremblaya,0.9974203
188,Atopobium minutum,0.9974069
189,Desulfobacterales,0.99739885
190,Alteromonas,0.9973773
191,Myxococcales,0.9973713
192,Streptococcus lutetiensis,0.99734664
193,Rhodanobacter,0.9973416
194,Candidatus Regiella,0.9973258
195,Zhouia,0.9972857
196,Truepera,0.9972761
197,Talaromyces islandicus,0.9971675
198,Bifidobacterium longum subsp. longum,0.9971565
199,Blumeria graminis,0.997124
200,Treponema socranskii,0.9970873
201,Porphyromonas asaccharolytica,0.9970843
202,Streptococcus sp. oral taxon 058,0.99707425
203,Prevotella sp. oral taxon 304,0.9970643
204,Balneimonas,0.99704367
205,Cellulomonadaceae,0.9970278
206,Aggregatibacter aphrophilus,0.99701643
207,Serratia marcescens,0.99696773
208,Fluviicola,0.9969633
209,Erysiphe necator,0.9969394
210,Pisolithaceae,0.99690574
211,Sterigmatomyces elviae,0.9968593
212,Bifidobacterium thermacidophilum,0.9968521
213,Phaeobacter,0.9967722
214,Chaetomiaceae,0.9967546
215,Stenotrophomonas acidaminiphila,0.99675226
216,Rhodotorula sp. JG-1b,0.99667394
217,Pseudogymnoascus sp. VKM F-4520 (FW-2644),0.9966648
218,Lipomyces starkeyi,0.9965289
219,Actinotalea,0.9965256
220,Simonsiella muelleri,0.9965083
221,TM7 phylum sp. oral taxon 348,0.99649894
222,Prevotella ruminicola,0.9964952
223,Mogibacterium timidum,0.9963258
224,Peptacetobacter hiranonis,0.99629575
225,Planctomyces,0.9962864
226,Propionicimonas,0.9962108
227,Kwoniella heveanensis,0.9962041
228,Coprobacter,0.99620277
229,Phyllobacterium,0.99611664
230,Novosphingobium aromaticivorans,0.9960651
231,Thiotrichales,0.9960324
232,Aspergillus ochraceoroseus,0.9960128
233,Buttiauxella,0.9959947
234,Erysiphaceae,0.99590814
235,Anoxybacillus kestanbolensis,0.99587137
236,Thermaceae,0.9958359
237,Bosea,0.9957404
238,Prevotella amnii,0.9956974
239,Herbaspirillum,0.995634
240,Chromatiales,0.9956043
241,Skermanella,0.9955865
242,Phascolarctobacterium succinatutens,0.99555606
243,[Eubacterium] sulci,0.9955511
244,Treponema amylovorum,0.9953041
245,Fusobacterium sp. oral taxon 203,0.9952388
246,Selenomonas noxia,0.9952018
247,Leptotrichia sp. oral taxon 218,0.9950566
248,Conexibacteraceae,0.9950347
249,Chaetomium globosum,0.9949764
250,Microbispora,0.99496764
251,Lachnoanaerobaculum umeaense,0.99467874
252,Fusobacterium sp.,0.9946042
253,Intrasporangiaceae,0.9945696
254,Aliihoeflea,0.9944787
255,Colletotrichum higginsianum,0.9944621
256,[Eubacterium] yurii,0.9941982
257,Lutispora,0.9940935
258,Arthrobotrys oligospora,0.99393165
259,Achromobacter sp.,0.9939103
260,Parabacteroides distasonis ATCC 8503,0.9939021
261,Bacillus sp. FJAT-22090,0.99388427
262,Candidatus Azobacteroides,0.9937093
263,Alloiococcus,0.99368864
264,Staphylococcus aureus subsp. aureus ST228,0.9936698
265,Methylophilaceae,0.99327505
266,Deinococcus,0.99326247
267,Lactobacillus fornicalis,0.9930963
268,Phycisphaerae,0.99293727
269,Bacteroides salyersiae,0.99293303
270,Ophiostoma piceae,0.99290097
271,Chlamydiales,0.9928705
272,Hathewaya histolytica,0.992815
273,Dehalobacter,0.99261934
274,Thermomonosporaceae,0.9923954
275,Fusobacterium necrophorum,0.99230427
276,Wenyingzhuangia,0.9922403
277,SR1 bacterium oral taxon 875,0.992215
278,Candida dubliniensis,0.9921406
279,Pannonibacter,0.9920888
280,Lactobacillus iners,0.99199355
281,Neobacillus fumarioli,0.99196774
282,Ruminococcus sp. N15.MGS-57,0.9918828
283,Parabacteroides johnsonii,0.9917663
284,[Eubacterium] brachy,0.9917442
285,Hyphomonas,0.99170023
286,Fusibacter,0.9915923
287,Papillibacter cinnamivorans,0.99157625
288,Microvirgula,0.99153626
289,Bdellovibrionales,0.991532
290,Acinetobacter venetianus RAG-1 = CIP 110063,0.9915103
291,Pseudomonas sp.,0.9913974
292,Eggerthellaceae,0.9912804
293,Idiomarinaceae,0.99091184
294,Nitrososphaera,0.99081063
295,Selenomonas sp.,0.9906955
296,Deferribacteres,0.9905538
297,Nitrososphaerales,0.990516
298,Blautia glucerasea,0.99042857
299,Parabacteroides goldsteinii,0.99042505
300,Torulaspora delbrueckii,0.9904006
301,Isoptericola,0.99032253
302,Prevotella sp. oral taxon 473,0.990207
303,Rhodococcus sp.,0.99019927
304,Bilophila sp.,0.99014926
305,Catabacter hongkongensis,0.99013406
306,Wenyingzhuangia fucanilytica,0.99003464
307,Clostridium hylemonae,0.9897209
308,Kingella sp. oral taxon 459,0.98948413
309,Lactiplantibacillus plantarum,0.9894131
310,Methyloversatilis discipulorum,0.9893246
311,Urechidicola croceus,0.9892725
312,Chryseobacterium sp. IHB B 17019,0.98925906
313,Pseudothermotoga,0.989113
314,Bombiscardovia,0.989099
315,Lactobacillus casei,0.9890836
316,Brucellaceae,0.98905957
317,Myroides,0.9890358
318,Actinobaculum massiliense,0.9889443
319,Clavibacter michiganensis,0.98888564
320,Mucispirillum,0.98886234
321,Cellulosimicrobium sp. TH-20,0.9888277
322,Clostridiales Family IV. Incertae Sedis,0.98869973
323,Prevotella histicola,0.98853624
324,Streptococcus sp. oral taxon 431,0.98848665
325,Herpesviridae,0.9884819
326,Crenarchaeota,0.98837644
327,Parascardovia denticolens,0.9883691
328,Nitrososphaeraceae,0.9880754
329,Lactobacillus acidophilus,0.9880333
330,Prevotella sp. oral clone DO014,0.98797417
331,Clavibacter,0.9879181
332,Acidiphilium,0.9878479
333,Gemmatimonas,0.98783815
334,Oxobacter,0.9877346
335,Lachnospiraceae bacterium oral taxon 455,0.9876979
336,Oenothera,0.98759997
337,Prevotella sp. oral taxon 472,0.987277
338,Enhydrobacter aerosaccus,0.98701394
339,Opitutales,0.9870072
340,Promicromonosporaceae,0.98691106
341,Prevotella shahii,0.98681635
342,Kluyvera,0.98680764
343,Deferribacterales,0.98675877
344,Sulfuritalea,0.9867365
345,Reoviridae,0.986515
346,Capnocytophaga canimorsus,0.9864449
347,Aspergillus sydowii,0.9863556
348,Cellulosimicrobium,0.9861379
349,Sporacetigenium,0.9859283
350,Prevotella scopos,0.9856968
351,Blautia wexlerae,0.98548317
352,Succinispira,0.98515505
353,Scardovia inopinata,0.9850767
354,Torulaspora,0.9850071
355,Porphyromonas bennonis,0.98488784
356,Bergeriella,0.9847617
357,Babesia,0.9847062
358,Pseudochrobactrum,0.98432827
359,Staphylococcus pasteuri,0.9843162
360,Candidatus Parcubacteria,0.98427385
361,Moraxella osloensis,0.984145
362,Jonquetella anthropi,0.9840694
363,Granulicatella elegans,0.9840389
364,Streptococcus thermophilus,0.9839851
365,Actinobaculum,0.9837769
366,Leptotrichia sp. oral taxon 221,0.98368394
367,Alkaliphilus,0.9835856
368,Knoellia,0.9835253
369,Prevotella corporis,0.9832775
370,Parasutterella secunda,0.9831389
371,Pseudonocardiaceae,0.98310435
372,Pseudomonas putida,0.9829132
373,Hyphomicrobium,0.9827188
374,Sporobacter termitidis,0.9824775
375,Buttiauxella agrestis,0.98247117
376,Prevotella multisaccharivorax,0.9824461
377,Corynebacterium sp.,0.9824341
378,Mesorhizobium,0.9824301
379,Chlamydiia,0.98216355
380,Veillonella sp. oral taxon 780,0.9820165
381,Brucella,0.9819048
382,Treponema putidum,0.98184764
383,Prevotella sp. oral taxon 309,0.9814073
384,Rhodococcus sp. 008,0.981375
385,Buchnera aphidicola,0.98137075
386,Phyllobacterium sp.,0.9812945
387,Ezakiella coagulans,0.9808896
388,Flavobacteriaceae bacterium 3519-10,0.9808467
389,Succinatimonas,0.98083514
390,Coprococcus sp. HPP0048,0.98022985
391,Eubacterium infirmum F0142,0.98010844
392,Candidatus Stoquefichus massiliensis,0.9799019
393,Bdellovibrionaceae,0.9798764
394,Parcubacteria bacterium RAAC4_OD1_1,0.979389
395,Streptococcus gordonii,0.9793804
396,Retroviridae,0.9791486
397,Streptococcus pseudopneumoniae,0.9780303
398,Rubrobacteraceae,0.9778807
399,Rhodospirillaceae,0.97762126
400,Rubellimicrobium,0.97755456
401,unclassified Ruminococcaceae,0.9769647
402,Arcobacter,0.97674155
403,Oribacterium sp. oral taxon 108,0.9767163
404,Deinococcus grandis,0.9766342
405,Streptococcus pneumoniae,0.9765435
406,Leptotrichia hofstadii,0.97652686
407,Eisenbergiella,0.97646457
408,Candidatus Endolissoclinum,0.97629774
409,Idiomarina,0.9761686
410,Cenarchaeales,0.9758105
411,Prevotella pallens,0.975801
412,Rhodococcus,0.9757662
413,Segetibacter,0.9753891
414,Coprobacter fastidiosus,0.9750357
415,Rhodoferax,0.97493017
416,Alistipes senegalensis,0.9744718
417,Streptococcus phage PhiSpn_200,0.974238
418,Citrobacter sp.,0.9741698
419,Wolbachia,0.97401065
420,Aerococcus,0.9740011
421,Actinomyces sp. oral taxon 877,0.973639
422,Coccolithovirus,0.9729109
423,Parachlamydiaceae,0.9727587
424,Euryarchaeota,0.9727005
425,Parascardovia,0.97263294
426,Providencia vermicola,0.97260046
427,Geobacter,0.97244936
428,Puniceicoccaceae,0.9720408
429,Ethanoligenens,0.9720194
430,Mogibacterium sp.,0.971915
431,Procabacteriaceae,0.9716513
432,Glutamicibacter,0.9715281
433,Succinivibrionaceae,0.971041
434,Phocaeicola coprocola,0.9708091
435,Bryobacterales,0.97049934
436,Centipeda,0.9704846
437,Clostridiales Family XIV. Incertae Sedis,0.9704276
438,Nitrosomonadales,0.9703199
439,Halobacillus mangrovi,0.97025025
440,Syntrophococcus,0.9700392
441,Pelagibacterium,0.9696092
442,Faecalibaculum,0.96950173
443,Chryseobacterium sp.,0.9694894
444,Peptococcus sp. oral taxon 167,0.96923345
445,Nocardiaceae,0.968821
446,Chlamydiae,0.96851337
447,Kocuria,0.96813565
448,Paraeggerthella,0.9680895
449,Rhodospirillales,0.9680719
450,Leptotrichia buccalis,0.967788
451,Oribacterium sinus,0.9675953
452,Procabacteriales,0.96737444
453,Nitrosomonas,0.96687794
454,Rhodotorula,0.9659226
455,Bacteroides-like sp. oral clone AU126,0.9646395
456,Solirubrobacterales,0.9646127
457,Filifactor alocis,0.9641751
458,Congregibacter,0.96338695
459,Pseudoxanthomonas,0.9625177
460,Klebsiella aerogenes,0.96239066
461,Saccharopolyspora,0.9619289
462,Klebsiella sp.,0.96134454
463,Lactococcus piscium,0.96043265
464,Opitutaceae,0.9604058
465,Corynebacterium appendicis,0.9597851
466,unclassified Rikenellaceae,0.9597789
467,Staphylococcus epidermidis,0.9595165
468,Sphingobium xenophagum,0.9594043
469,Leptotrichia sp. oral taxon 212,0.95936686
470,Sphingobium,0.9592452
471,Malassezia,0.95919126
472,Deinococcaceae,0.95877993
473,Flavobacteriaceae,0.957903
474,Patulibacteraceae,0.95766544
475,Lachnoanaerobaculum sp. ICM7,0.9571773
476,Wallemia,0.95710284
477,Brevibacteriaceae,0.95696807
478,Planctomycetes,0.9566492
479,Acholeplasma,0.9562639
480,Roseomonas mucosa,0.9560007
481,Pantoea agglomerans,0.95520085
482,Novispirillum,0.95407414
483,Oribacterium sinus F0268,0.953243
484,Pseudoalteromonas,0.95290214
485,Streptococcus sp. I-G2,0.9528068
486,Campylobacter hominis,0.9521452
487,[Eubacterium] infirmum,0.95023626
488,Streptococcus peroris,0.9483656
489,Defluviitaleaceae,0.9466931
490,Desulfobulbus,0.9462461
491,TM7 phylum sp. oral taxon 352,0.9445101
492,Anaerostipes caccae DSM 14662,0.94192153
493,Listeriaceae,0.9391486
494,Neisseria sp.,0.938996
495,Acidobacteriia,0.9374181
496,Corynebacterium matruchotii,0.9358033
497,Massilia alkalitolerans,0.9352956
498,Odoribacter sp.,0.9335919
499,Lysurus,0.9335516
500,Papillibacter,0.93133044
501,Gemella haemolysans,0.9292932
502,Porphyromonas pasteri,0.92875457
503,Pseudonocardiales,0.92689997
504,uncultured Stomatobaculum sp.,0.92626524
505,Hyphomicrobiaceae,0.92573327
506,Antrodiella,0.92153066
507,Planctomycetia,0.9210273
508,Microbacterium chocolatum,0.91906744
509,Leucobacter,0.9163267
510,Atopobium parvulum DSM 20469,0.9136911
511,Denitratisoma,0.9135118
512,Pseudomonas luteola,0.9093328
513,Candidatus Azobacteroides pseudotrichonymphae,0.9087602
514,Hyphomonadaceae,0.9086579
515,Atopobium sp.,0.90442693
516,Chlamydia,0.90147793
517,Veillonella sp.,0.89889234
518,Boletus,0.8986597
519,Actinomyces sp. oral taxon 170,0.8974037
520,Helicobacter sp.,0.89704126
521,Novosphingobium sp.,0.8945256
522,Arthrospira,0.8910209
523,Lactobacillus gasseri,0.89067173
524,Fannyhessea vaginae,0.8884577
525,Sutterella wadsworthensis,0.88471794
526,Blautia hansenii,0.8840242
527,Marinobacter,0.88320076
528,Paucisalibacillus,0.88207805
529,Corynebacterium striatum,0.8808556
530,Prevotella denticola,0.8803782
531,Lederbergvirus,0.8763853
532,Rothia dentocariosa,0.8760416
533,Prevotella stercorea,0.8758475
534,Terrisporobacter,0.87412804
535,Sarcina sp.,0.8730318
536,Neisseria elongata,0.8726143
537,Candidatus Gracilibacteria,0.8720862
538,Porphyromonas gingivalis,0.8707027
539,Bifidobacterium animalis,0.87043333
540,Gemella sp.,0.8688432
541,Parasporobacterium,0.86695087
542,Lachnoanaerobaculum saburreum,0.8661676
543,Exiguobacterium,0.86527425
544,Acholeplasmatales,0.86466426
545,Bacillus cereus,0.8646529
546,Vibrionimonas,0.8637646
547,Mycoplasma genitalium,0.8636409
548,Micrococcales,0.86163336
549,Selenomonas sputigena,0.8600879
550,Streptococcus australis,0.8575886
551,Saccharofermentans,0.8539569
552,Leptotrichia trevisanii,0.8508417
553,Sphingobacterium multivorum,0.85041314
554,Myoviridae,0.85015905
555,Lactobacillus brevis,0.84087074
556,Coprococcus catus,0.83920974
557,Tyzzerella nexilis,0.8388394
558,Gelria,0.83782715
559,Faecalibacterium cf. prausnitzii KLE1255,0.8368783
560,Lactococcus lactis,0.8354407
561,Paenarthrobacter,0.8329246
562,Acidothermus,0.82480705
563,Bacteroides nordii,0.81210935
564,Rickettsiales,0.80910665
565,Capnocytophaga ochracea,0.7970087
566,Vogesella perlucida,0.7937122
567,Acidobacterium,0.77604693
568,Diaphorobacter,0.7721663
569,Caudovirales,0.7714462
570,Bryobacter,0.76787806
571,Lancefieldella rimae,0.7670995
572,Leuconostoc,0.76211774
573,Hungatella hathewayi,0.76109505
574,Bacteroides thetaiotaomicron,0.75963944
575,Gardnerella,0.7569569
576,Fusobacterium mortiferum,0.7558108
577,Candidatus Solibacter,0.7528755
578,Thalassospira,0.7457485
579,Microbacteriaceae,0.74465233
580,Bulleidia,0.7338649
581,Lactobacillus mucosae,0.73365635
582,Eubacterium coprostanoligenes,0.7308175
583,Dialister pneumosintes,0.72939044
584,Anaerosporobacter,0.7286376
585,Bacillus thermoamylovorans,0.72782534
586,Anelloviridae,0.7195243
587,Rothia aeria,0.7105038
588,Lactobacillus jensenii,0.7069326
589,Orthopoxvirus,0.7060031
590,Lambdavirus,0.7035501
591,Micrococcus luteus,0.7022516
592,Aggregatibacter actinomycetemcomitans,0.6993318
593,Thermicanus,0.6977717
594,Corynebacterium durum,0.6959561
595,Fusarium,0.6957019
596,Lactobacillus sakei,0.69512445
597,Catonella morbi,0.6896369
598,Klebsiella oxytoca,0.6870385
599,Anaerococcus tetradius,0.68007827
600,Deferribacteraceae,0.6795665
601,Acidaminococcus intestini,0.6791534
602,Ascomycota,0.678278
603,Catabacter,0.6771202
604,Acidibacter,0.67686313
605,Proteiniphilum,0.67546207
606,Catenibacterium mitsuokai,0.6732148
607,Blastococcus,0.67149407
608,Prevotella oralis,0.6700857
609,Nesterenkonia,0.66715455
610,Ophiocordyceps,0.6641887
611,Erythrobacteraceae,0.66353774
612,Pneumoviridae,0.6575677
613,Shewanellaceae,0.6565314
614,Phocaeicola dorei,0.65624034
615,Neisseria sicca,0.65523183
616,Helicobacter pylori,0.654171
617,Aeromonadales,0.64907247
618,Flavobacteriales,0.6401777
619,Fusarium pseudograminearum,0.6386579
620,Prevotella sp. oral clone DO039,0.63581467
621,Microviridae,0.6328637
622,Mycoplasma,0.63186556
623,Alteromonadaceae,0.6299556
624,Human orthopneumovirus,0.6295988
625,Desulfocapsa,0.6280811
626,Chrysochromulina ericina virus,0.6205762
627,Oceanospirillaceae,0.61863226
628,Solobacterium moorei,0.6151361
629,Cronobacter,0.6149111
630,Sphingobium yanoikuyae,0.607232
631,Campylobacter sp. oral taxon 044,0.6004952
632,Ruminococcus gauvreauii,0.59920806
633,Bacteroides stercoris,0.5899078
634,Phaeocystis globosa virus,0.5849333
635,Clostridium colicanis,0.58033454
636,Providencia,0.57343036
637,Cutibacterium,0.5705594
638,Alcaligenes faecalis,0.5672172
639,Tequatrovirus,0.56554645
640,Punavirus,0.56184
641,Peptostreptococcus stomatis,0.56113625
642,Alloscardovia omnicolens,0.55928564
643,Sinsheimervirus,0.54507464
644,Lactobacillus rhamnosus,0.543088
645,Lactobacillus delbrueckii,0.524469
646,Propionibacteriales,0.517181
647,Sneathia sanguinegens,0.5126015
648,[Clostridium] symbiosum,0.5062699
649,Mimivirus,0.5011201
650,Phyllobacteriaceae,0.4935715
651,Akkermansiaceae,0.48698142
652,Paenibacillaceae,0.4859805
653,Clostridium colinum,0.4784171
654,Orthopneumovirus,0.47564176
655,Clostridium clostridioforme,0.47151917
656,Deinococcales,0.46559379
657,Podoviridae,0.46193326
658,unclassified Lactobacillales,0.45920205
659,Bifidobacterium sp.,0.45158678
660,Thaumarchaeota,0.44749933
661,Schlegelella,0.4447742
662,Tannerella,0.44099957
663,Dietzia,0.4368631
664,Anaeroglobus,0.4339345
665,Candidatus Soleaferrea,0.4320184
666,Deinococci,0.42212138
667,Mobiluncus,0.4149304
668,Victivallis vadensis,0.41293168
669,Fusicatenibacter saccharivorans,0.40046197
670,Methanobacteriales,0.38861066
671,Facklamia,0.38672912
672,Guignardia,0.3857045
673,Candidatus Portiera,0.38373297
674,Phenylobacterium,0.37289408
675,Fastidiosipila,0.3678622
676,Alloprevotella,0.35759947
677,Succinivibrio,0.35330585
678,Odoribacter splanchnicus,0.3459579
679,Lactobacillus salivarius,0.34333402
680,Defluviicoccus,0.32563856
681,Variibacter,0.32179904
682,Candidatus Koribacter,0.31758133
683,Bacteroides intestinalis,0.31681368
684,Actinomyces viscosus,0.31319392
685,Mycoplana,0.30828092
686,Acholeplasmataceae,0.30457842
687,Actinomyces oris,0.30096123
688,Anaerorhabdus,0.2955663
689,Rubrobacterales,0.29387692
690,Kingella,0.29028463
691,Pseudolabrys,0.2869397
692,unclassified Lachnospiraceae,0.2838235
693,Ezakiella,0.26726112
694,Rubrobacter,0.26614937
695,Gemmiger formicilis,0.26096824
696,Synergistia,0.25897476
697,Streptococcus sobrinus,0.25495964
698,Rubrobacteria,0.25091192
699,Aneurinibacillus,0.24827904
700,Roseomonas,0.24623671
701,Pseudoflavonifractor,0.24273756
702,Howardella,0.24117468
703,Capnocytophaga leadbetteri,0.23945267
704,Lentisphaeria,0.23207624
705,Syntrophomonadaceae,0.2303931
706,Porphyromonas sp.,0.22844741
707,Phocaeicola massiliensis,0.22360963
708,Actinomyces graevenitzii,0.20981896
709,Cloacibacterium,0.2095025
710,Serratia,0.19931558
711,Salmonella,0.1992868
712,Methanobacteria,0.19900787
713,Weissella,0.19603106
714,Dehalobacterium,0.19499701
715,Hydrogenophaga,0.19438069
716,Novosphingobium,0.19387934
717,Campylobacter concisus,0.18586302
718,Bradyrhizobiaceae,0.18508495
719,Shuttleworthia,0.1831111
720,Candidatus Arthromitus,0.1825974
721,Rikenella,0.18186039
722,Lachnoclostridium,0.17874062
723,Chitinophagaceae,0.17527379
724,Methylobacterium radiotolerans,0.17431687
725,Robinsoniella,0.17216232
726,Streptococcus infantis,0.16939664
727,Klebsiella pneumoniae,0.16905384
728,Synergistales,0.15957195
729,Hungatella,0.15850979
730,Rhodobacterales,0.15628262
731,Acetanaerobacterium,0.1504459
732,Blastomonas,0.14934763
733,Prevotella intermedia,0.14655642
734,Xanthomonadales,0.14121254
735,Pseudomonas aeruginosa,0.13630262
736,Hydrogenoanaerobacterium,0.13609357
737,Buchnera,0.1349422
738,Spirochaetia,0.13220969
739,Marvinbryantia,0.1284108
740,Pandoraea,0.12747869
741,Caulobacterales,0.12625901
742,Catonella,0.11851074
743,Bergeyella,0.11748765
744,Allobaculum,0.11526209
745,Leuconostocaceae,0.10174565
746,Solobacterium,0.101716004
747,Brevibacterium,0.101483904
748,Acinetobacter baumannii,0.09849351
749,Lancefieldella parvula,0.09804588
750,Pseudomonas stutzeri,0.097494416
751,Prevotella oris,0.09051024
752,Cupriavidus,0.08815862
