,0,1
123,Lactobacillus fornicalis,0.9991921
124,TM7 phylum sp. oral taxon 352,0.99912703
125,Enterobacteriaceae bacterium,0.9991232
126,Bacteroides thetaiotaomicron,0.99910057
127,Pneumoviridae,0.99909794
128,Porphyromonas catoniae,0.99907535
129,Holophagales,0.99907064
130,Lambdavirus,0.9990567
131,Cystofilobasidiaceae,0.9990525
132,Neisseria subflava,0.9990299
133,uncultured Succinivibrionaceae bacterium,0.99901736
134,Toxocara,0.99897134
135,Saccharomycetales,0.9989518
136,Clavibacter michiganensis,0.99893034
137,Polyomaviridae,0.998914
138,Macrococcus,0.99891376
139,Nocardioides,0.9988903
140,Bacteroides sp. 3_1_40A,0.99888426
141,Sordariomycetes,0.99885607
142,Dipylidium,0.99884975
143,Mogibacterium sp.,0.99881953
144,Tremellales,0.99881154
145,Paludibacter,0.998776
146,Faecalitalea cylindroides,0.99877506
147,Promicromonosporaceae,0.9987526
148,Deinococcus,0.998752
149,Frateuria,0.99874324
150,Selenomonas sp.,0.99874157
151,Lederbergvirus,0.99872607
152,Phycicoccus,0.9987255
153,Neisseria mucosa,0.998725
154,Eggerthellaceae,0.9987088
155,Treponema putidum,0.99869394
156,Saccharomycetales sp.,0.99867666
157,Kingella sp. oral taxon 459,0.9986668
158,Streptococcus gallolyticus subsp. gallolyticus,0.99865544
159,Chrysochromulina ericina virus,0.9986069
160,Papillibacter cinnamivorans,0.99859416
161,Oscillibacter sp. KLE 1745,0.99859387
162,Entyloma,0.9985723
163,Eggerthellaceae bacterium AT8,0.99855334
164,Ruminococcus bicirculans,0.9985533
165,Ruminococcus sp.,0.9985449
166,Veillonella atypica,0.9985326
167,Oscillospiraceae,0.998523
168,Enhydrobacter aerosaccus,0.99850315
169,Candida tropicalis,0.99850076
170,Gluconacetobacter,0.9985005
171,Prevotella amnii,0.99849534
172,Streptococcus sp. oral taxon 431,0.9984891
173,Coriobacteriaceae bacterium 68-1-3,0.99845886
174,Naganishia,0.9984455
175,Bulleribasidiaceae,0.9984364
176,Sulfuritalea,0.9984362
177,Lactobacillus casei,0.9984334
178,Enterocloster lavalensis,0.9984324
179,Eggerthella sp. YY7918,0.998418
180,Bacteroides zoogleoformans,0.99841326
181,Blautia sp. KLE 1732,0.99841183
182,Blautia wexlerae,0.9983963
183,Streptococcus thermophilus,0.9983838
184,[Eubacterium] sulci,0.99838275
185,Akkermansiaceae,0.99837935
186,Enterocloster asparagiformis,0.998377
187,Caudovirales,0.9983683
188,Slackia piriformis,0.99836564
189,Helicobacter canadensis,0.9983546
190,Saccharomyces,0.99835277
191,Myroides,0.99830824
192,Olsenella sp. oral taxon 809,0.9983008
193,Lysurus,0.9982879
194,Bacillus sp. FJAT-22090,0.99827373
195,Clostridium phoceensis,0.99827355
196,Campylobacter hominis,0.9982658
197,Bacillus coagulans,0.99826455
198,Leptosphaeriaceae,0.9982639
199,Polaromonas,0.99825335
200,Bacteroides galacturonicus,0.9982405
201,Mycoplasma genitalium,0.9982405
202,Pseudomonas aeruginosa,0.9982211
203,Bifidobacterium pseudocatenulatum,0.99821985
204,Methylotenera,0.9982143
205,Acidiphilium,0.9982058
206,Slackia heliotrinireducens,0.99819255
207,Monilinia,0.9981861
208,Alloiococcus,0.9981731
209,Deferribacteres,0.9981598
210,Turicibacter sp.,0.9981156
211,Enterorhabdus caecimuris,0.99810964
212,Wolbachia,0.998103
213,Clostridium methylpentosum,0.9980984
214,Clostridiales Family XIII. Incertae Sedis,0.9980932
215,Staphylococcus pasteuri,0.99808973
216,Novosphingobium aromaticivorans,0.99808496
217,Brucella,0.998077
218,Enorma,0.99804693
219,Hungatella xylanolytica,0.99804056
220,Candida dubliniensis,0.9980381
221,Faecalibacterium sp.,0.99802625
222,Prevotella bryantii,0.99802184
223,Prevotella sp. oral taxon 309,0.9979999
224,Psychrobacter pulmonis,0.9979892
225,Lactiplantibacillus plantarum,0.99798644
226,Blautia faecis,0.99798125
227,Torulaspora delbrueckii,0.99797803
228,Filobasidiaceae,0.9979501
229,Desulfobulbus,0.99794704
230,Neisseria cinerea,0.9979425
231,Pigmentiphaga,0.99794245
232,Nitrososphaeraceae,0.997937
233,Alkaliphilus,0.9978979
234,Agaricales,0.9978782
235,Saccharomycetaceae,0.99787414
236,Leptotrichia sp. oral taxon 218,0.99785584
237,Asaccharobacter,0.99785554
238,Oceanospirillaceae,0.997854
239,Trichosporon,0.997826
240,Stenotrophomonas sp.,0.9978168
241,Mucispirillum,0.9978106
242,Mesorhizobium,0.99775577
243,Gallionellaceae,0.99775064
244,Methylobacterium radiotolerans,0.99771774
245,Orthopneumovirus,0.9977084
246,Faecalicatena fissicatena,0.99769247
247,Klebsiella sp.,0.99766415
248,Enorma massiliensis,0.9976534
249,Torulaspora,0.99764687
250,Malassezia sympodialis,0.99762565
251,Microviridae,0.99762285
252,Scardovia inopinata,0.99762
253,Antrodiella,0.9976066
254,Anaerostipes caccae,0.99755776
255,Lactobacillus acidophilus,0.997547
256,Agaricomycetes,0.99753135
257,Microbispora,0.9975109
258,Clavibacter,0.9975065
259,Parabacteroides goldsteinii,0.99749124
260,Parascardovia denticolens,0.99748945
261,Clostridium sporosphaeroides,0.99745566
262,Trabulsiella,0.99744976
263,Anaeromassilibacillus senegalensis,0.9974356
264,Simonsiella muelleri,0.99743515
265,Clostridium disporicum,0.9974289
266,Alistipes finegoldii,0.9974181
267,Ezakiella coagulans,0.9974001
268,Prevotella sp. oral clone DO039,0.9973548
269,Holdemania massiliensis,0.9973477
270,Cellulosimicrobium sp. TH-20,0.9973321
271,Klebsiella aerogenes,0.9973293
272,Ruminococcus sp. N15.MGS-57,0.9973164
273,Streptococcus sp. oral clone DP009,0.99727494
274,Peptococcus sp. oral taxon 167,0.9972405
275,Bacillus thermoamylovorans,0.9972085
276,Eisenbergiella,0.99719703
277,Facklamia,0.9971738
278,Prevotella corporis,0.997137
279,Lachnospiraceae bacterium 3_1_57FAA_CT1,0.9971196
280,Candidatus Parcubacteria,0.99711955
281,Streptococcus pneumoniae,0.99706006
282,Clostridium sp. ATCC 29733,0.9970384
283,Bosea,0.9970068
284,Sphingobacterium multivorum,0.9969929
285,Boletus,0.9969749
286,Mimivirus,0.99689233
287,Collinsella tanakaei,0.9968833
288,Lachnospiraceae bacterium TF01-11,0.99685067
289,Lachnospiraceae bacterium A2,0.99682844
290,Eubacterium oxidoreducens,0.9968214
291,Blautia luti,0.99675375
292,Streptococcus gordonii,0.9967512
293,Acidaminococcus intestini,0.9967376
294,Sinobacteraceae,0.99672616
295,Tequatrovirus,0.9966995
296,Sarcina sp.,0.99668235
297,Rhodocyclaceae,0.9966701
298,Isoptericola,0.9966693
299,Eubacterium sp.,0.99666154
300,Bifidobacterium angulatum,0.99664545
301,Succinispira,0.9966322
302,Actinomyces sp. oral taxon 170,0.9966161
303,Filobasidium uniguttulatum,0.9966033
304,Enterococcus durans,0.99657273
305,Holdemania filiformis,0.9965514
306,Bacteroides cellulosilyticus,0.9965353
307,TM7 phylum sp. oral taxon 348,0.9965249
308,Filobasidiales,0.99645156
309,Clostridium butyricum,0.9963918
310,Pseudothermotoga,0.9963655
311,Hanseniaspora,0.99633986
312,Methyloversatilis discipulorum,0.9963104
313,Aliihoeflea,0.99628466
314,Catabacter hongkongensis,0.9962266
315,Podoviridae,0.9962164
316,Saccharomycodaceae,0.9962127
317,Streptophyta,0.9960964
318,Filobasidium,0.9960848
319,Rhodococcus sp. 008,0.9960708
320,Coprococcus sp. HPP0048,0.9960602
321,Capnocytophaga canimorsus,0.9960244
322,Eubacterium infirmum F0142,0.9959425
323,Deferribacterales,0.99591815
324,Roseomonas mucosa,0.99590033
325,Abiotrophia,0.9958568
326,Urechidicola croceus,0.99577755
327,Kaistia,0.99576604
328,Acetivibrio ethanolgignens,0.99574363
329,Pleosporales,0.99568963
330,Sinsheimervirus,0.9956174
331,Nitrososphaerales,0.9956173
332,Segetibacter,0.99560124
333,[Eubacterium] brachy,0.99558437
334,Capnocytophaga,0.9955729
335,Staphylococcus aureus subsp. aureus ST228,0.99547434
336,Fusobacterium sp.,0.9953971
337,Nitrososphaera,0.99527353
338,Proteiniphilum,0.9952634
339,Parabacteroides distasonis ATCC 8503,0.9952322
340,Coprobacter,0.9952156
341,Acetivibrio,0.9951898
342,Coprobacillus sp.,0.9951745
343,Orthopoxvirus,0.9951535
344,Anaerotruncus sp. G3(2012),0.99512064
345,Wallemia,0.99509466
346,Punavirus,0.9950778
347,Cystofilobasidiales,0.9949941
348,SR1 bacterium oral taxon 875,0.99494046
349,Prevotella histicola,0.9948321
350,Enterorhabdus mucosicola,0.9948007
351,Prevotella shahii,0.9946208
352,Prevotella sp. oral taxon 473,0.99450445
353,Lachnospiraceae bacterium oral taxon 455,0.9944577
354,Rhodocyclales,0.9943195
355,Pannonibacter,0.99431205
356,Cutibacterium,0.99428576
357,Erysipelotrichia,0.9942648
358,Nocardiaceae,0.99417317
359,Firmicutes bacterium CAG:110,0.99415207
360,Leptotrichia trevisanii,0.9941483
361,Bacteroides nordii,0.9936499
362,Cellulosimicrobium,0.99356276
363,Parascardovia,0.9934946
364,Clostridiales Family IV. Incertae Sedis,0.9934723
365,Prochlorococcus,0.9933737
366,Tyzzerella nexilis,0.9933678
367,Firmicutes bacterium CAG:240,0.9933231
368,Tyzzerella,0.99331945
369,Fusobacterium mortiferum,0.992777
370,Coprobacter fastidiosus,0.992771
371,Prevotella sp. oral taxon 472,0.99267167
372,Coccolithovirus,0.99262375
373,Pseudonocardiaceae,0.9925673
374,Gemella haemolysans,0.99252003
375,[Eubacterium] infirmum,0.99249744
376,Proteobacteria bacterium CAG:139,0.99241006
377,Clostridia bacterium UC5.1-2D9,0.9923411
378,Firmicutes bacterium CAG:102,0.99229395
379,Hathewaya histolytica,0.9922632
380,Leucobacter,0.99225587
381,Clostridium innocuum,0.99215585
382,Phaeocystis globosa virus,0.9920506
383,Pantoea agglomerans,0.9918349
384,Crepidotus,0.9917387
385,Rhodospirillaceae,0.9917267
386,Lachnospiraceae bacterium 2_1_58FAA,0.9915821
387,Pseudonocardiales,0.9913681
388,Sphingomonas azotifigens,0.99130374
389,Roseburia hominis,0.9911545
390,Paucisalibacillus,0.99104375
391,Capnocytophaga ochracea,0.9908878
392,Syntrophococcus,0.9907862
393,Citrobacter sp.,0.9905494
394,Sutterella wadsworthensis,0.99037623
395,Basidioascus,0.99036807
396,Clostridium colicanis,0.9903332
397,Bergeriella,0.9903308
398,Lachnospiraceae bacterium 5_1_63FAA,0.9903136
399,Lactobacillus jensenii,0.99002
400,Catabacter,0.9899548
401,Escherichia coli,0.98987746
402,Neisseria sicca,0.9892667
403,Catonella morbi,0.9891436
404,Erysipelatoclostridium,0.9889963
405,Phenylobacterium,0.9889398
406,Lentibacillus,0.9887981
407,Parabacteroides johnsonii,0.9887842
408,Streptococcus peroris,0.9885454
409,Alteromonas,0.98852044
410,Mycobacterium,0.98844707
411,Oxobacter,0.9882795
412,Prevotella sp. oral clone DO014,0.9882483
413,Lachnoanaerobaculum sp. ICM7,0.9882342
414,Bifidobacterium catenulatum subsp. kashiwanohense,0.9882026
415,Denitratisoma,0.9881462
416,Fusibacter,0.9880632
417,Mycoplasma,0.9875287
418,Micrococcales,0.987351
419,Microvirgula,0.9873375
420,Pandoraea,0.9873321
421,Bacillus cereus,0.9871949
422,Bilophila sp.,0.98679
423,Enterobacteria phage f1,0.9866496
424,Veillonella sp. oral taxon 780,0.9865485
425,Lachnospiraceae bacterium MD335,0.9860653
426,Anelloviridae,0.98583
427,Rhodospirillales,0.98562795
428,Achromobacter sp.,0.98561126
429,Flavonifractor plautii,0.9854588
430,Oribacterium sinus,0.9854285
431,Clostridiales Family XIV. Incertae Sedis,0.98542756
432,Parcubacteria bacterium RAAC4_OD1_1,0.98542273
433,Veillonella sp.,0.9852752
434,Pseudomonas sp.,0.98519975
435,Moraxella osloensis,0.9851804
436,Aquabacterium,0.9850072
437,Vibrionimonas,0.9848934
438,Ethanoligenens,0.9848686
439,Parasutterella secunda,0.98469716
440,Clostridium celatum,0.98459095
441,Eubacterium ruminantium,0.984573
442,Anaerostipes caccae DSM 14662,0.98370874
443,Atopobium parvulum DSM 20469,0.9836991
444,Centipeda,0.98329645
445,Coriobacterium,0.9823625
446,Chryseobacterium sp.,0.98228914
447,Bacteroides salyersiae,0.98218995
448,Dehalobacter,0.9821386
449,Prevotella ruminicola,0.98211205
450,Enterorhabdus,0.9817555
451,Selenomonadales,0.9815953
452,Intestinibacter bartlettii,0.9814632
453,Clostridium colinum,0.9814509
454,[Bacteroides] pectinophilus,0.98140335
455,Kluyvera,0.9812032
456,Lactococcus piscium,0.9811455
457,Lachnoanaerobaculum sp. OBRC5-5,0.980955
458,Bifidobacterium catenulatum,0.9808145
459,Fusarium pseudograminearum,0.980769
460,Butyrivibrio crossotus,0.98057616
461,Olsenella sp. SIT9,0.980206
462,Sporacetigenium,0.9801941
463,Novosphingobium sp.,0.9799103
464,Coprococcus catus,0.97973895
465,Schlegelella,0.9797148
466,Zhouia,0.97966635
467,Candidatus Endolissoclinum,0.9796093
468,Methylophilaceae,0.97939914
469,Providencia vermicola,0.97908163
470,Firmicutes bacterium ASF500,0.978822
471,Clostridium aminophilum,0.97864836
472,Prevotella pallens,0.9785056
473,Fusarium,0.97824204
474,Clostridium sp. SY8519,0.97816324
475,Deinococcus grandis,0.9780944
476,Cutibacterium acnes,0.9779992
477,Actinomyces oris,0.9779289
478,Lacrimispora saccharolytica,0.9775132
479,Fusicatenibacter saccharivorans,0.9774725
480,Intestinimonas massiliensis,0.97716117
481,Johnsonella ignava,0.97706676
482,Neisseria elongata,0.9767506
483,Saccharopolyspora,0.9757862
484,Procabacteriaceae,0.9756413
485,Acinetobacter venetianus RAG-1 = CIP 110063,0.9755607
486,Butyricicoccus pullicaecorum,0.9755223
487,Gemmatimonas,0.975289
488,Enterocytozoon,0.9752159
489,Agathobaculum desmolans,0.97466654
490,Clostridium sp. M62/1,0.9740333
491,Roseomonas,0.97388625
492,Adlercreutzia equolifaciens,0.97352517
493,Brachyspira,0.9731536
494,Bryobacter,0.9729702
495,Sphingobium xenophagum,0.97250986
496,Sporobacter termitidis,0.9714866
497,Senegalimassilia,0.97148514
498,Alistipes indistinctus,0.97134215
499,Flavonifractor,0.97052926
500,Planococcaceae,0.970323
501,Oscillibacter sp. 1-3,0.9700399
502,Desulfovibrio piger,0.9699271
503,Streptococcus sp. 11aTha1,0.9699042
504,Clostridium dakarense,0.96827924
505,Candida albicans,0.96821004
506,Limosilactobacillus fermentum,0.96820384
507,Raoultella,0.9675264
508,Stomatobaculum longum,0.9669734
509,Thermus,0.9667688
510,Alistipes senegalensis,0.9663884
511,Syntrophomonadaceae,0.96602714
512,Streptococcus cristatus,0.96578485
513,Clostridium sp. 7_2_43FAA,0.9656574
514,Streptomyces sp. SBT349,0.96529627
515,Defluviitalea,0.96464074
516,Ruminococcus champanellensis,0.9646352
517,Acidobacterium,0.964052
518,Terrisporobacter glycolicus,0.96379215
519,Thermomonosporaceae,0.9631142
520,Solirubrobacterales,0.9630265
521,Faecalibaculum,0.96242213
522,Oribacterium sinus F0268,0.96212864
523,Papillibacter,0.96174103
524,Bryobacterales,0.9615174
525,Negativicutes,0.9612359
526,Phyllobacterium sp.,0.9612054
527,Faecalitalea,0.9600422
528,Chromatiales,0.95975566
529,Helicobacter sp.,0.95903474
530,Coriobacterium glomerans,0.95898104
531,Clostridium baratii,0.95882446
532,Bacteroides acidifaciens,0.9583099
533,Rhodoferax,0.9581776
534,Vogesella perlucida,0.9581774
535,Acidothermus,0.9580455
536,Paraeggerthella,0.9576828
537,Anaerotruncus colihominis,0.95680094
538,Desulfocapsa,0.956776
539,Ascomycota,0.9560424
540,Nitrosomonas,0.9558636
541,Selenomonadaceae,0.95558405
542,Sutterellaceae,0.9554099
543,Ruminococcaceae bacterium D16,0.9553525
544,Roseburia inulinivorans,0.9544785
545,Leptosphaeria,0.95427454
546,Corynebacterium appendicis,0.95388544
547,Enterocytozoon bieneusi,0.95376235
548,Microbacterium chocolatum,0.95238936
549,Halobacillus mangrovi,0.95232755
550,Odoribacter splanchnicus,0.9521199
551,Methanobrevibacter smithii,0.9521131
552,Thermicanus,0.95204973
553,Arthrospira,0.9512266
554,Enterococcus faecium,0.94905
555,Arcobacter,0.9485147
556,Ferrimonas,0.9463623
557,Lactococcus lactis,0.94613767
558,Senegalimassilia anaerobia,0.94577914
559,Brevibacillus,0.94529635
560,Erysipelotrichales,0.9449947
561,Aggregatibacter actinomycetemcomitans,0.94471943
562,Prevotella oralis,0.9446952
563,Lachnospiraceae bacterium 10-1,0.94454795
564,Candidatus Solibacter,0.94431263
565,Rhodobacter,0.94405687
566,Saccharofermentans,0.9439878
567,Aneurinibacillus,0.9434769
568,Staphylococcus aureus,0.9429954
569,Chlamydiae,0.94269407
570,Enterocloster bolteae,0.9426211
571,Porphyromonas gingivalis,0.9414532
572,Deinococcaceae,0.940917
573,Bacteroides helcogenes,0.9390571
574,Corynebacterium sp.,0.9373094
575,Acholeplasmatales,0.93727165
576,Subdoligranulum sp. 4_3_54A2FAA,0.9370767
577,Romboutsia lituseburensis,0.9363141
578,Alistipes obesi,0.93528
579,Clostridium sp. L2-50,0.93303657
580,Vibrio,0.9329144
581,Cenarchaeales,0.93118054
582,Lachnobacterium,0.9306802
583,Puniceicoccaceae,0.9294603
584,Alcaligenes faecalis,0.92929506
585,Mycoplana,0.9291762
586,Methanobacteria,0.92865825
587,Candidatus Saccharibacteria,0.92683756
588,Anaerosporobacter,0.9253557
589,Photobacterium,0.9246608
590,Patulibacteraceae,0.9234024
591,Thalassospira,0.9217837
592,Ferrimonadaceae,0.9214587
593,Atopobiaceae,0.9208408
594,Idiomarina,0.91981566
595,Candidatus Soleaferrea,0.9187535
596,Collinsella stercoris,0.9177998
597,Phycisphaerae,0.91676706
598,Capnocytophaga leadbetteri,0.9140805
599,Streptococcus sp. I-G2,0.91396976
600,Planctomycetia,0.90933865
601,Turicibacter sanguinis,0.90794635
602,Brevibacteriaceae,0.90767944
603,Rothia dentocariosa,0.9075876
604,unclassified Rikenellaceae,0.9045484
605,Acidobacteriia,0.90414727
606,Eubacterium coprostanoligenes,0.9036806
607,Barnesiellaceae,0.90327144
608,Roseburia sp.,0.9030312
609,Subdoligranulum variabile,0.9010462
610,Christensenella minuta,0.8997685
611,Wenyingzhuangia fucanilytica,0.899177
612,Blastococcus,0.8989768
613,unclassified Ruminococcaceae,0.8981632
614,Cloacibacterium,0.8980148
615,Variibacter,0.8977849
616,Rhodococcus sp.,0.89635146
617,Reoviridae,0.89517045
618,[Ruminococcus] lactaris,0.8936547
619,Phyllobacteriaceae,0.8924713
620,Lactobacillus delbrueckii,0.89004976
621,[Eubacterium] cellulosolvens,0.88889587
622,Corynebacterium striatum,0.88845474
623,Buttiauxella agrestis,0.88837457
624,Idiomarinaceae,0.8882496
625,Chlamydiales,0.88500905
626,Retroviridae,0.884966
627,Lactobacillus rhamnosus,0.8844725
628,Sarcina,0.88444877
629,Streptococcus mutans,0.88157123
630,Hyphomicrobium,0.88111746
631,Oscillibacter valericigenes,0.8807334
632,Ezakiella,0.88036174
633,Candida,0.8768229
634,Actinomycetales,0.8759448
635,Phocaeicola coprophilus,0.87507546
636,Prevotella multisaccharivorax,0.87329483
637,Lactobacillus coleohominis,0.87126166
638,Faecalicoccus,0.8700192
639,Acidibacter,0.86998177
640,Barnesiella intestinihominis,0.8685004
641,Blautia hansenii,0.8663558
642,Guignardia,0.86601096
643,Odoribacter sp.,0.8656963
644,Neisseria sp.,0.86567855
645,Parabacteroides merdae,0.8638147
646,Procabacteriales,0.8627725
647,Herpesviridae,0.86224437
648,Defluviicoccus,0.860418
649,[Eubacterium] siraeum,0.859671
650,Ophiocordyceps,0.8553176
651,Oscillibacter ruminantium,0.84800565
652,Catenibacterium mitsuokai,0.8478893
653,Ruminococcus gauvreauii,0.84525573
654,Chryseobacterium sp. IHB B 17019,0.84380716
655,Wenyingzhuangia,0.8416583
656,Collinsella intestinalis,0.8368544
657,Exiguobacterium,0.83619237
658,Amedibacillus dolichus,0.83589476
659,Bergeyella,0.8334289
660,Holdemanella,0.8309912
661,Prevotella stercorea,0.8299742
662,Erysipelatoclostridium ramosum,0.82675964
663,Chlamydiia,0.8152546
664,Intestinimonas butyriciproducens,0.81523526
665,Pediococcus,0.8146476
666,Intrasporangiaceae,0.8135228
667,Hyphomonas,0.80822873
668,Bifidobacterium bifidum,0.8071542
669,Johnsonella,0.80409
670,Thaumarchaeota,0.80376196
671,Bacteroides stercoris,0.80279535
672,Fannyhessea vaginae,0.79829556
673,Bacillus megaterium,0.7948139
674,Lactobacillus gasseri,0.7917016
675,Helicobacter pylori,0.7884705
676,Novosphingobium,0.78232604
677,Chloroflexi,0.77860373
678,Gelria,0.77695704
679,Porphyromonas sp.,0.7756226
680,Parachlamydiaceae,0.7739626
681,Listeriaceae,0.7711874
682,Streptococcus australis,0.7694295
683,Succinatimonas,0.7693723
684,Pseudochrobactrum,0.7690741
685,Crenarchaeota,0.7673692
686,Bdellovibrionales,0.7637712
687,Rubellimicrobium,0.7543069
688,Candidatus Azobacteroides,0.7535112
689,Streptococcus pseudopneumoniae,0.74804837
690,Megasphaera micronuciformis,0.7454033
691,Candidatus Stoquefichus massiliensis,0.73946047
692,Verrucomicrobia,0.73595166
693,Prevotella salivae,0.73452586
694,Parasporobacterium,0.7331115
695,Pseudoxanthomonas,0.73001087
696,Clostridium sp.,0.72732276
697,Pseudolabrys,0.7269833
698,Ralstonia,0.7266567
699,Limnobacter,0.7255792
700,Lupinus,0.7219881
701,uncultured Stomatobaculum sp.,0.70853007
702,Achromobacter,0.70309186
703,Streptococcus intermedius,0.7007144
704,Hyphomonadaceae,0.6970019
705,Barnesiella,0.6964929
706,Gemmiger,0.6948457
707,Candidatus Gracilibacteria,0.6876083
708,Gordonibacter,0.6746843
709,Oenothera,0.6716838
710,Bdellovibrionaceae,0.66841966
711,Massilia alkalitolerans,0.66758823
712,Burkholderia,0.6593418
713,Phocaeicola coprocola,0.65164757
714,Gordonibacter pamelaeae,0.6399968
715,Bifidobacterium longum,0.6386859
716,Shuttleworthia,0.6380547
717,Saprolegnia,0.6355417
718,Brucellaceae,0.6333458
719,unclassified Lachnospiraceae,0.6288311
720,Cupriavidus,0.62065876
721,Terrisporobacter,0.6133878
722,Bradyrhizobium,0.5961095
723,Streptomyces,0.59498
724,Phyllobacterium,0.57729006
725,Lachnoanaerobaculum saburreum,0.57324564
726,Helicobacteraceae,0.5727626
727,Epulopiscium,0.55941415
728,Defluviitaleaceae,0.55515254
729,Streptococcus infantis,0.55145144
730,Candidatus Arthromitus,0.5495107
731,Streptococcus phage PhiSpn_200,0.5448981
732,Hydrogenoanaerobacterium,0.5433542
733,Alistipes shahii,0.54074776
734,unclassified Lactobacillales,0.5367414
735,Bacteroides ovatus,0.5283195
736,Finegoldia,0.52709585
737,Faecalibacterium cf. prausnitzii KLE1255,0.5207038
738,Babesia,0.5162548
739,Streptococcus sobrinus,0.50298005
740,Streptococcus sp.,0.47572023
741,Blastomonas,0.47155952
742,Blautia glucerasea,0.4709468
743,Microbacteriaceae,0.46579123
744,Corynebacteriales,0.4650007
745,Euryarchaeota,0.46257806
746,Planctomycetes,0.45682627
747,Coprococcus comes,0.45576376
748,Knoellia,0.43810213
