,0,1
146,Acholeplasma,0.14801049
147,Parascardovia,0.14752156
148,Odoribacter sp.,0.14738305
149,Peptoclostridium,0.1397266
150,Acidiphilium,0.13404544
151,Campylobacter hominis,0.13087861
152,Citrobacter sp.,0.12611014
153,Ophiocordyceps,0.12541786
154,Guignardia,0.123302564
155,Tyzzerella nexilis,0.1227038
156,[Eubacterium] siraeum,0.12268029
157,Torulaspora,0.12022309
158,Sporobacter,0.12015664
159,Coriobacterium glomerans,0.11781002
160,Capnocytophaga ochracea,0.11413137
161,Mesorhizobium,0.11347108
162,Helicobacter pylori,0.11306924
163,Bacteroides acidifaciens,0.111327596
164,Microbacteriaceae,0.11019001
165,Enterococcus durans,0.10977959
166,Mycoplasma genitalium,0.10780331
167,Romboutsia lituseburensis,0.10768017
168,Streptophyta,0.106369846
169,Peptococcus sp. oral taxon 167,0.10442007
170,unclassified Ruminococcaceae,0.10170492
171,Sphingobium yanoikuyae,0.101019345
172,Victivallis vadensis,0.100614704
173,Shuttleworthia,0.10010239
174,Urechidicola croceus,0.09648047
175,Leptosphaeria,0.09523258
176,Nocardiaceae,0.09460672
177,Bacteroides nordii,0.093623124
178,Streptococcus peroris,0.0922449
179,Veillonella sp. oral taxon 780,0.08878374
180,Brucellaceae,0.088522874
181,Lactobacillus delbrueckii,0.08661187
182,Acidibacter,0.08167955
183,Prevotella stercorea,0.080385044
184,Parascardovia denticolens,0.07865434
185,Rhodococcus sp.,0.07817486
186,Blautia wexlerae,0.0775885
187,Babesia,0.07733326
188,Trabulsiella,0.07259012
189,Oscillibacter valericigenes,0.070923485
190,Variibacter,0.06905457
191,Limnobacter,0.068920724
192,Sneathia sanguinegens,0.06848152
193,Deinococcaceae,0.06814864
194,Phocaeicola massiliensis,0.065064564
195,Stomatobaculum,0.063902386
196,Agathobaculum desmolans,0.063640006
197,Syntrophococcus,0.063582584
198,Weissella,0.06335765
199,Coriobacterium,0.063245386
200,Streptococcus oralis,0.06278827
201,Marvinbryantia,0.06159137
202,Fusobacterium mortiferum,0.061385546
203,Roseburia faecis,0.060226563
204,Brevibacterium,0.059392065
205,Novosphingobium,0.05847969
206,Veillonella sp.,0.058138944
207,Sediminibacterium,0.05508655
208,Capnocytophaga,0.053721238
209,Ethanoligenens,0.053667825
210,Prevotella oralis,0.053596247
211,Phyllobacterium sp.,0.05269119
212,Lachnospiraceae bacterium 2_1_58FAA,0.050903916
213,Anaerococcus tetradius,0.050531596
214,Streptococcus gordonii,0.05031714
215,Scardovia inopinata,0.04921016
216,Rhodococcus sp. 008,0.048122346
217,Lachnospiraceae bacterium 5_1_63FAA,0.046409648
218,Lachnoanaerobaculum saburreum,0.045922812
219,Selenomonadales,0.04529208
220,Rhodocyclales,0.045076035
221,Gemella haemolysans,0.04502064
222,Streptomyces,0.0425938
223,Opitutaceae,0.040778775
224,Clostridiales Family IV. Incertae Sedis,0.04073239
225,Bacteroides stercoris,0.040644594
226,Prevotella amnii,0.040427648
227,Defluviicoccus,0.039561283
228,Nitrososphaera,0.039507203
229,Firmicutes bacterium CAG:110,0.039340373
230,Papillibacter cinnamivorans,0.039008643
231,Basidioascus,0.038693506
232,Papillibacter,0.0383897
233,Coprococcus sp. HPP0048,0.038300995
234,Candida dubliniensis,0.038195305
235,Succinispira,0.037257954
236,Roseburia sp.,0.03680574
237,Lactobacillus casei,0.036622778
238,Roseomonas mucosa,0.03652076
239,Phocaeicola coprocola,0.03636866
240,Nitrososphaeraceae,0.03593746
241,Pseudoxanthomonas,0.03579346
242,Barnesiella intestinihominis,0.035718326
243,Escherichia coli,0.035168167
244,Clostridia bacterium UC5.1-2D9,0.034163054
245,Pseudobutyrivibrio,0.033957563
246,Rubellimicrobium,0.033917878
247,Myroides,0.033714302
248,Proteiniphilum,0.033474185
249,Listeriaceae,0.03253512
250,Neisseria sicca,0.032269645
251,Firmicutes bacterium CAG:102,0.032246467
252,Brucella,0.031252652
253,Crepidotus,0.031201905
254,Rhodocyclaceae,0.031139098
255,Bilophila sp.,0.030651042
256,Acidothermus,0.030442076
257,Paenarthrobacter,0.02984517
258,Rothia dentocariosa,0.029774114
259,Chlamydia,0.029254708
260,Turicibacter sanguinis,0.028895551
261,Knoellia,0.028691944
262,Blastococcus,0.028544907
263,Firmicutes bacterium CAG:240,0.028167315
264,Methylobacteriaceae,0.027926976
265,Capnocytophaga canimorsus,0.0277682
266,Tyzzerella,0.027642494
267,Comamonadaceae,0.027621277
268,Vibrionimonas,0.02754603
269,Lactobacillus acidophilus,0.02754121
270,Tequatrovirus,0.027255628
271,Proteobacteria bacterium CAG:139,0.027052965
272,Butyrivibrio,0.026961936
273,Acidobacterium,0.0268325
274,Sutterella wadsworthensis,0.026514946
275,Prochlorococcus,0.02620074
276,Cellulosimicrobium,0.025810085
277,Clavibacter michiganensis,0.02528111
278,Streptococcus sp. oral taxon 431,0.025111342
279,Ruminococcus sp. N15.MGS-57,0.025032725
280,Ascomycota,0.024736285
281,Clostridiales Family XIV. Incertae Sedis,0.024643738
282,Rothia mucilaginosa,0.024409447
283,Thalassospira,0.023982914
284,Isoptericola,0.023891086
285,Candidatus Solibacter,0.02349576
286,Catenibacterium mitsuokai,0.023186576
287,Alcaligenes faecalis,0.022882376
288,Selenomonadaceae,0.022623355
289,Candidatus Parcubacteria,0.022499628
290,Mucispirillum,0.02247099
291,Blautia hansenii,0.022444965
292,Catabacter hongkongensis,0.02179065
293,Clavibacter,0.021666545
294,Deferribacterales,0.021638246
295,Cellulosimicrobium sp. TH-20,0.02162059
296,Catabacter,0.021620335
297,Herbaspirillum,0.02120598
298,Lachnospiraceae bacterium 10-1,0.020872982
299,Paucisalibacillus,0.020561932
300,Nitrososphaerales,0.020459676
301,Orthopneumovirus,0.019642126
302,Porphyromonas pasteri,0.019558394
303,Parabacteroides goldsteinii,0.019411594
304,Lactococcus piscium,0.019278968
305,Treponema amylovorum,0.019009404
306,Podoviridae,0.018900635
307,Streptococcus parasanguinis,0.018561533
308,Alloiococcus,0.018534897
309,Prevotella corporis,0.018250229
310,Faecalibaculum,0.018105071
311,Neobacillus fumarioli,0.01806123
312,Oscillibacter ruminantium,0.017630512
313,Bosea,0.017429361
314,Planctomycetes,0.01730793
315,Desulfocapsa,0.017143136
316,Pseudomonas sp.,0.017134918
317,Defluviitaleaceae,0.016928572
318,Streptococcus mitis,0.01673196
319,Micrococcales,0.016381286
320,Deferribacteres,0.0162686
321,Lactiplantibacillus plantarum,0.016168492
322,Torulaspora delbrueckii,0.016094202
323,Candidatus Gracilibacteria,0.015953295
324,Bacillus thermoamylovorans,0.015826613
325,Pseudolabrys,0.01572228
326,Chlamydia pneumoniae,0.015461718
327,Terrisporobacter,0.015008049
328,Macrococcus,0.014550737
329,Faecalitalea,0.014318821
330,Microviridae,0.014105377
331,Bryobacter,0.013564987
332,Akkermansiaceae,0.0133803
333,Bifidobacterium catenulatum,0.013372526
334,Klebsiella aerogenes,0.013290748
335,Bacillus sp. FJAT-22090,0.01306216
336,Denitratisoma,0.013058957
337,Prevotella sp. oral clone DO039,0.012988354
338,Gluconacetobacter,0.012925654
339,Clostridium innocuum,0.012827199
340,Clostridium clostridioforme,0.012693779
341,uncultured Stomatobaculum sp.,0.012649738
342,Achromobacter sp.,0.012444294
343,Sinsheimervirus,0.012352421
344,Providencia vermicola,0.012197271
345,Prevotella pallens,0.01215711
346,Candidatus Stoquefichus massiliensis,0.011823316
347,Listeria sp.,0.011659465
348,Ezakiella,0.011578143
349,Flavobacteriaceae bacterium 3519-10,0.011544296
350,Hyphomonadaceae,0.011539959
351,Acinetobacter venetianus RAG-1 = CIP 110063,0.011519313
352,Flavonifractor plautii,0.011514396
353,Bergeyella zoohelcum,0.011508572
354,Actinotalea,0.011440671
355,Propionicimonas,0.011206016
356,Fusobacterium sp.,0.011007075
357,Butyrivibrio crossotus,0.010823368
358,Corynebacterium matruchotii,0.010578697
359,Streptococcus cristatus,0.010535581
360,Lacrimispora saccharolytica,0.010283186
361,unclassified Lachnospiraceae,0.010025087
362,Ruminococcaceae bacterium D16,0.009978085
363,Prevotella multisaccharivorax,0.009828455
364,Chryseobacterium sp. IHB B 17019,0.009747371
365,Pelagibacterium,0.009725374
366,Promicromonosporaceae,0.009690658
367,Brevibacteriaceae,0.009529586
368,Cystofilobasidiales,0.009260753
369,Chrysochromulina ericina virus,0.009000187
370,Pseudomonas putida,0.008996764
371,Neisseria elongata,0.008996668
372,Balneimonas,0.008897623
373,Enterorhabdus,0.008773816
374,Oceanospirillaceae,0.008773695
375,Lutispora,0.008557862
376,Alistipes senegalensis,0.008497168
377,Nocardioidaceae,0.008327095
378,Acidaminococcus intestini,0.008310627
379,Streptococcus sp. I-G2,0.008300261
380,Allisonella,0.008182718
381,Idiomarinaceae,0.008090527
382,Actinobacillus porcinus,0.007934459
383,Human orthopneumovirus,0.007916755
384,Phyllobacterium,0.007911971
385,Gelria,0.007899261
386,Alistipes onderdonkii,0.007849383
387,Fluviicola,0.007811977
388,Alistipes obesi,0.007733199
389,Sporobacter termitidis,0.00768081
390,Buttiauxella agrestis,0.007601404
391,Olsenella sp. SIT9,0.007341661
392,Dipylidium,0.007232486
393,Cladophialophora,0.0072160834
394,Saccharofermentans,0.0072078127
395,Escherichia fergusonii,0.007196742
396,Bacteroides thetaiotaomicron,0.0070909923
397,Bacillus cereus,0.007066785
398,Conexibacteraceae,0.0070489515
399,Thermaceae,0.0070480155
400,Ruminococcus gauvreauii,0.00692608
401,Wenyingzhuangia fucanilytica,0.006840127
402,Truepera,0.0068268473
403,Buchnera aphidicola,0.0067947856
404,Punavirus,0.00677947
405,Arthrospira,0.0066828807
406,Absidia,0.0066801156
407,Simonsiella,0.0066630836
408,Oscillibacter sp. 1-3,0.0066601755
409,Fusarium,0.0066141803
410,Pneumoviridae,0.006613888
411,Cellulomonadaceae,0.0065657375
412,Candidatus Azobacteroides,0.006515268
413,Atopobium sp.,0.006474805
414,Oenothera,0.006414995
415,Sordariomycetes,0.006389172
416,Fannyhessea vaginae,0.006303803
417,Moraxella osloensis,0.0061587743
418,Prevotella sp.,0.0061070863
419,Megamonas funiformis,0.0060984925
420,Parasutterella secunda,0.0060770446
421,Nocardioides,0.006050103
422,Ruminococcus champanellensis,0.0059548407
423,Klebsiella sp.,0.005914753
424,Fusicatenibacter saccharivorans,0.005862411
425,Frateuria,0.0058055404
426,Exobasidiomycetes,0.005788861
427,Entylomatales,0.005761941
428,Fonsecaea,0.0056707333
429,Firmicutes bacterium ASF500,0.0056384755
430,Eggerthellaceae,0.005595672
431,Bacteroides clarus,0.005557022
432,Methylophilaceae,0.005555243
433,Anaerosporobacter,0.0055124364
434,Lachnospiraceae bacterium 2_1_46FAA,0.005373148
435,Bdellovibrionales,0.005342918
436,Sporacetigenium,0.0053355363
437,Chlamydiae,0.005325455
438,Desulfobulbus,0.005244569
439,Blautia glucerasea,0.005205632
440,Psathyrellaceae,0.0051550525
441,Intrasporangiaceae,0.0051368163
442,Toxocara,0.005125588
443,Agrococcus,0.0050621554
444,Spirochaeta,0.005048854
445,Pucciniomycetes,0.005028771
446,Robinsoniella,0.0050275247
447,Idiomarina,0.0050218385
448,Contracaecum,0.005019861
449,Phycisphaerae,0.0050141867
450,Boletus,0.004988953
451,Parachlamydiaceae,0.0049679317
452,Parabacteroides johnsonii,0.004858134
453,Patulibacteraceae,0.0048559713
454,Lactobacillus sakei,0.004847732
455,Staphylococcus auricularis,0.0048266673
456,Sphingobacterium multivorum,0.0048063453
457,Kluyvera,0.0047525926
458,Abiotrophia defectiva,0.0046743774
459,Geotrichum,0.0046730977
460,Silene,0.0046687634
461,Saccharopolyspora,0.0045685316
462,Neisseria cinerea,0.0045441524
463,Phialophora,0.0045423945
464,Holophagaceae,0.0045279437
465,Paucibacter,0.004478637
466,Neisseria subflava,0.004467848
467,Trichosporon,0.0044577424
468,Streptococcus constellatus,0.0044074375
469,Intestinibacter bartlettii,0.004365436
470,Acidobacteriia,0.0043557216
471,Lambdavirus,0.0043322616
472,Gymnopilus,0.0043305745
473,Alcaligenes,0.0043271803
474,Coprococcus catus,0.0043032146
475,Microvirgula,0.0042925603
476,Veillonella sp. oral taxon 158,0.00428935
477,Hungatella hathewayi,0.004167275
478,Caudovirales,0.0040652123
479,Intestinimonas massiliensis,0.0040504634
480,Anaerostipes caccae DSM 14662,0.0040224227
481,Sarcina sp.,0.0040012845
482,Megamonas rupellensis,0.003986707
483,Escherichia albertii,0.003974713
484,Oxobacter,0.003956024
485,Clostridium colinum,0.0039412593
486,Edwardsiella,0.0039267247
487,Paraeggerthella,0.0038925163
488,Holophagae,0.0038739357
489,Glutamicibacter,0.0038732218
490,Clostridium aminophilum,0.0038581614
491,Weissella viridescens,0.0038338336
492,Capnocytophaga gingivalis,0.003826825
493,Candidatus Azobacteroides pseudotrichonymphae,0.0038229786
494,Streptococcus australis,0.0037666406
495,Streptococcus pseudopneumoniae,0.0037454856
496,Bergeriella,0.0037209468
497,Arcanobacterium,0.0037120362
498,Deinococcus,0.0037077202
499,Syntrophus,0.0036722273
500,Lederbergvirus,0.0036700754
501,Succinatimonas,0.0036475693
502,uncultured Prevotellaceae bacterium,0.0036445784
503,Antrodiella,0.0036357194
504,Lysurus,0.003617241
505,Holophagales,0.0035874988
506,Pneumocystis,0.003516893
507,Streptococcus phage PhiSpn_200,0.0035020453
508,Bdellovibrionaceae,0.0035017964
509,Jonquetella anthropi,0.0034848268
510,Enterobacteriaceae bacterium,0.0034828251
511,uncultured Succinivibrionaceae bacterium,0.00345569
512,Shigella sonnei,0.0034426558
513,Eubacterium coprostanoligenes,0.0034063428
514,Shigella sp. PAMC 28760,0.0033771163
515,Ezakiella coagulans,0.003342947
516,Chlamydiales,0.0033078536
517,Butyricicoccus pullicaecorum,0.0032310442
518,Bacteroides salyersiae,0.0031639729
519,Orthomyxoviridae,0.0031469956
520,Metschnikowiaceae,0.0031132258
521,TM7 phylum sp. oral taxon 348,0.003085852
522,Gemella sp.,0.003064375
523,Dioszegia,0.0030590203
524,Trichinella,0.0029892363
525,Fusarium pseudograminearum,0.0029157787
526,Staphylococcus pasteuri,0.0029144532
527,Lactobacillus gasseri,0.002893404
528,Porphyromonas catoniae,0.0028906781
529,SR1 bacterium oral taxon 875,0.0028782722
530,Modestobacter,0.0028717432
531,uncultured Veillonellaceae bacterium,0.002871115
532,uncultured Corynebacteriaceae bacterium,0.0028628893
533,Coccolithovirus,0.0028492252
534,uncultured Spirochaeta sp.,0.002824619
535,Clostridium colicanis,0.0028213162
536,Subdoligranulum sp. 4_3_54A2FAA,0.0028206597
537,Enterocytozoon bieneusi,0.002814473
538,Cystofilobasidiaceae,0.0027815974
539,Poxviridae,0.0027427007
540,Hymenolepis,0.0027359577
541,Thermomonosporaceae,0.002721385
542,Psathyrella,0.0027191055
543,Rhodospirillaceae,0.0026764206
544,Anelloviridae,0.002661356
545,Saccharomycetales,0.0026589693
546,Prosthodendrium,0.002623449
547,Pleistophora,0.0026082888
548,Pelomonas,0.0025934833
549,Pyramidobacter,0.0025715788
550,Actinobaculum massiliense,0.0025468215
551,Pseudochrobactrum,0.0024984316
552,Nitrosomonadales,0.0024827127
553,uncultured Selenomonas sp.,0.0024779665
554,Centrocestus,0.0024729914
555,[Candida] glabrata,0.0024518147
556,Prevotella sp. oral taxon 473,0.00242495
557,Sulfuritalea,0.0024036202
558,Senegalimassilia anaerobia,0.002394304
559,Bordetella,0.00237578
560,Wallemia,0.002373614
561,Coprobacter fastidiosus,0.0023640473
562,Marinobacter,0.0023334576
563,Entyloma,0.0023314913
564,Dehalobacter,0.0023165394
565,Hathewaya histolytica,0.0023136241
566,[Bacteroides] pectinophilus,0.002312875
567,Enterobacteria phage f1,0.002282628
568,Myoviridae,0.0022790965
569,Cortinariaceae,0.0022420716
570,Bifidobacterium catenulatum subsp. kashiwanohense,0.0022307253
571,Staphylococcus aureus subsp. aureus ST228,0.0022171137
572,Stomatobaculum longum,0.00217237
573,Procabacteriales,0.002162737
574,Cladosporium,0.0021625638
575,Corynebacterium striatum,0.0021615752
576,Enterocloster citroniae,0.0021423649
577,Lactococcus lactis,0.0021340614
578,Puniceicoccaceae,0.0021322453
579,Novispirillum,0.002113327
580,Procabacteriaceae,0.002109996
581,Alicyclobacillus,0.0021061234
582,Streptococcus sp. VT 162,0.0020880562
583,Polyomaviridae,0.0020793842
584,Oenococcus oeni,0.0020793444
585,Prevotella sp. oral taxon 309,0.0020480605
586,Phycicoccus,0.0020398933
587,Fusibacter,0.0020388602
588,Bacteroides pyogenes,0.0020246683
589,Pantoea agglomerans,0.0019820556
590,Hymenochaete,0.001970072
591,Bacteroides sp. 3_1_40A,0.0019303173
592,Aliihoeflea,0.0019152637
593,Peptococcus sp.,0.001890439
594,Trichosporonaceae,0.0018773766
595,Arcobacter,0.0018716871
596,Cenarchaeales,0.0018450335
597,Xylariales,0.0018429108
598,Lachnospiraceae bacterium oral taxon 455,0.0018413848
599,Actinobaculum,0.0017860726
600,Opitutales,0.0017777806
601,Prevotella ruminicola,0.0017610985
602,Segetibacter,0.0017428605
603,Corynebacterium appendicis,0.0017242798
604,Planctomycetia,0.0017223267
605,Clostridium celatum,0.0017085953
606,Rhodospirillales,0.0017034778
607,Sphingomonas paucimobilis,0.0016899134
608,Mimivirus,0.0016755697
609,Shigella dysenteriae,0.0016338114
610,Trichosporonales,0.0016268007
611,Faecalibacterium cf. prausnitzii KLE1255,0.0016259915
612,Pseudoalteromonas,0.0016084268
613,Massilia alkalitolerans,0.0015850884
614,Adlercreutzia equolifaciens,0.0015821754
615,[Eubacterium] cellulosolvens,0.0015688563
616,Psathyrella artemisiae,0.0015643317
617,Clostridium baratii,0.0015512042
618,Selenomonas sp.,0.001546472
619,Pseudonocardiales,0.0015306592
620,Roseburia hominis,0.0015270535
621,Staphylococcus epidermidis,0.0015233908
622,Holdemania filiformis,0.0015008625
623,TM7 phylum sp. oral taxon 352,0.0014873953
624,Leptotrichia sp. oral taxon 218,0.0014561239
625,Mogibacterium sp.,0.0014492426
626,Microbispora,0.0014441201
627,Hyphomicrobium,0.0014383906
628,Clostridium dakarense,0.0014357612
629,Streptococcus thermophilus,0.0014355989
630,Entylomataceae,0.0014207233
631,Lachnospiraceae bacterium MD335,0.0014206325
632,Clostridium sp. SY8519,0.0013766348
633,Shigella flexneri,0.001340128
634,Leptotrichia sp. oral taxon 212,0.0013201117
635,Streptomyces sp. SBT349,0.0013172744
636,Kingella sp. oral taxon 459,0.0012964554
637,Corynebacterium sp.,0.0012916864
638,Simonsiella muelleri,0.0012823947
639,Phaeocystis globosa virus,0.0012683922
640,Prevotella sp. oral taxon 472,0.001257594
641,Trueperaceae,0.0012536474
642,Pseudomonas luteola,0.001253248
643,Defluviitalea,0.0012518957
644,Shigella boydii,0.001246142
645,Collinsella tanakaei,0.0012281275
646,Nitrosomonas,0.0012184639
647,Solirubrobacterales,0.001216193
648,Deinococcus grandis,0.0011811169
649,Wenyingzhuangia,0.0011691715
650,Clostridium sp. 7_2_43FAA,0.0011661083
651,Leptotrichia sp. oral taxon 221,0.0011656722
652,Pseudonocardiaceae,0.0011603025
653,Parcubacteria bacterium RAAC4_OD1_1,0.0011552977
654,Parabacteroides distasonis ATCC 8503,0.001154512
655,Anaerotignum lactatifermentans,0.0011433685
656,Desulfovibrio piger,0.0011358513
657,Lachnospiraceae bacterium 3_1_57FAA_CT1,0.0011179359
658,Eubacterium ramulus,0.0011061154
659,[Eubacterium] brachy,0.0010944073
660,Anaerotruncus sp. G3(2012),0.0010907146
661,Chromatiales,0.0010703707
662,Brachyspira,0.0010666511
663,Thermaerobacter,0.0010613477
664,Alistipes indistinctus,0.0010597432
665,Rhodoferax,0.0010560985
666,Hyphomonas,0.0010494917
667,Vogesella perlucida,0.0010447656
668,Bryobacterales,0.0010342762
669,Arthrobacter,0.00102153
670,Chlamydiia,0.0010023785
671,Porphyromonas bennonis,0.0009960007
672,Oribacterium sinus F0268,0.000994662
673,Coprobacillus sp.,0.0009795083
674,Senegalimassilia,0.000955955
675,Chloracidobacterium,0.00095431996
676,Blautia sp.,0.0009288906
677,Prevotella shahii,0.00090808957
678,Orthopoxvirus,0.00090727693
679,Treponema putidum,0.00089702464
680,Bacillus coagulans,0.00089172815
681,Bacteroides cellulosilyticus,0.0008895674
682,Clostridium sp. M62/1,0.00085914874
683,[Eubacterium] sulci,0.0008584774
684,Turicibacter sp.,0.00084899605
685,Prevotella histicola,0.00084328
686,Faecalicatena fissicatena,0.0008389285
687,Thermicanus,0.0008318286
688,Sporosarcina,0.0008196484
689,Clostridium sp. L2-50,0.0008184221
690,Gemmatimonas,0.00081725384
691,Clostridium sp. ATCC 29733,0.0008120292
692,Enterocloster asparagiformis,0.0007965439
693,Bifidobacterium angulatum,0.0007798778
694,Hanseniaspora,0.00076442753
695,Enterocytozoon,0.0007601114
696,Sphingobium xenophagum,0.0007556234
697,Lachnospiraceae bacterium A2,0.0007409988
698,Enterocloster lavalensis,0.0007339297
699,Enterorhabdus mucosicola,0.0007130804
700,Enorma,0.0007107453
701,Filobasidium,0.00070612534
702,Blautia luti,0.00070350675
703,Filobasidiales,0.0006959736
704,Lachnoanaerobaculum sp. ICM7,0.0006869268
705,Novosphingobium aromaticivorans,0.00068497786
706,Psychrobacter pulmonis,0.0006773633
707,Bacteroides galacturonicus,0.00067580043
708,Filobasidium uniguttulatum,0.00067160407
709,Streptococcus sp. 11aTha1,0.0006669876
710,Methylotenera,0.0006587145
711,Lachnoanaerobaculum sp. OBRC5-5,0.00063688663
712,Helicobacter sp.,0.0006223238
713,Crenarchaeota,0.00062000373
714,Thermales,0.00061838684
715,Terrisporobacter glycolicus,0.00061406253
716,Leptotrichia trevisanii,0.00060861243
717,Filobasidiaceae,0.00060024054
718,Clostridium phoceensis,0.0005994385
719,Halobacillus mangrovi,0.0005891027
720,Eubacterium oxidoreducens,0.00057343993
721,Oribacterium sinus,0.00057330093
722,Bacteroides-like sp. oral clone AU126,0.000567592
723,Stenotrophomonas sp.,0.00056525896
724,Sinobacteraceae,0.0005613212
725,Kaistia,0.00055157155
726,Clostridium disporicum,0.00055119634
727,Atopobium parvulum DSM 20469,0.00054886774
728,Clostridium sporosphaeroides,0.0005452018
729,Pannonibacter,0.00054484856
730,Acetivibrio,0.0005444552
731,Zhouia,0.00053105503
732,Faecalitalea cylindroides,0.00053093425
733,Actinomyces sp. oral taxon 170,0.00053015584
734,Neisseria sp.,0.0005137104
735,Eubacterium sp.,0.0005082932
736,Acetivibrio ethanolgignens,0.0004936658
737,Blautia faecis,0.00049305434
